"Município";"Unidade isolamento";"UTI adulto I";"UTI adulto II";"UTI adulto III";"Unidade de cuidados intermed adulto";"Total"
"431041 Inhacorá";-;-;-;-;-;-
"431043 Ipê";-;-;-;-;-;-
"431046 Ipiranga do Sul";-;-;-;-;-;-
"431050 Iraí";2;-;-;-;-;2
"431053 Itaara";-;-;-;-;-;-
"431055 Itacurubi";-;-;-;-;-;-
"431057 Itapuca";-;-;-;-;-;-
"431060 Itaqui";4;-;-;-;-;4
"431065 Itati";-;-;-;-;-;-
"431070 Itatiba do Sul";-;-;-;-;-;-
"431075 Ivorá";-;-;-;-;-;-
"431080 Ivoti";-;-;-;-;-;-
"431085 Jaboticaba";-;-;-;-;-;-
"431087 Jacuizinho";-;-;-;-;-;-
"431090 Jacutinga";-;-;-;-;-;-
"431100 Jaguarão";1;-;-;-;-;1
"431110 Jaguari";1;-;-;-;-;1
"431112 Jaquirana";-;-;-;-;-;-
"431113 Jari";-;-;-;-;-;-
"431115 Jóia";-;-;-;-;-;-
"431120 Júlio de Castilhos";-;-;-;-;-;-
"431123 Lagoa Bonita do Sul";-;-;-;-;-;-
"431127 Lagoa dos Três Cantos";-;-;-;-;-;-
"431130 Lagoa Vermelha";1;-;-;-;-;1
"431125 Lagoão";-;-;-;-;-;-
"431140 Lajeado";7;-;20;-;-;27
"431142 Lajeado do Bugre";-;-;-;-;-;-
"431150 Lavras do Sul";-;-;-;-;-;-
"431160 Liberato Salzano";-;-;-;-;-;-
"431162 Lindolfo Collor";-;-;-;-;-;-
"431164 Linha Nova";-;-;-;-;-;-
"431171 Maçambará";-;-;-;-;-;-
"431170 Machadinho";-;-;-;-;-;-
"431173 Mampituba";-;-;-;-;-;-
"431175 Manoel Viana";-;-;-;-;-;-
"431177 Maquiné";-;-;-;-;-;-
"431179 Maratá";-;-;-;-;-;-
"431180 Marau";-;-;-;-;-;-
"431190 Marcelino Ramos";-;-;-;-;-;-
"431198 Mariana Pimentel";-;-;-;-;-;-
"431200 Mariano Moro";-;-;-;-;-;-
"431205 Marques de Souza";1;-;-;-;-;1
"431210 Mata";-;-;-;-;-;-
"431213 Mato Castelhano";-;-;-;-;-;-
"431215 Mato Leitão";-;-;-;-;-;-
"431217 Mato Queimado";-;-;-;-;-;-
"431220 Maximiliano de Almeida";1;-;-;-;-;1
"431225 Minas do Leão";-;-;-;-;-;-
"431230 Miraguaí";-;-;-;-;-;-
"431235 Montauri";-;-;-;-;-;-
"431237 Monte Alegre dos Campos";-;-;-;-;-;-
"431238 Monte Belo do Sul";-;-;-;-;-;-
"431240 Montenegro";6;-;19;-;-;25
"431242 Mormaço";-;-;-;-;-;-
"431244 Morrinhos do Sul";-;-;-;-;-;-
"431245 Morro Redondo";-;-;-;-;-;-
"431247 Morro Reuter";-;-;-;-;-;-
"431250 Mostardas";1;-;-;-;-;1
"431260 Muçum";-;-;-;-;-;-
"431261 Muitos Capões";-;-;-;-;-;-
"431262 Muliterno";-;-;-;-;-;-
"431265 Não-Me-Toque";-;-;-;-;-;-
"431267 Nicolau Vergueiro";-;-;-;-;-;-
"431270 Nonoai";-;-;-;-;-;-
"431275 Nova Alvorada";-;-;-;-;-;-
"431280 Nova Araçá";-;-;-;-;-;-
"431290 Nova Bassano";1;-;-;-;-;1
"431295 Nova Boa Vista";-;-;-;-;-;-
"431300 Nova Bréscia";-;-;-;-;-;-
"431301 Nova Candelária";-;-;-;-;-;-
"431303 Nova Esperança do Sul";-;-;-;-;-;-
"431306 Nova Hartz";-;-;-;-;-;-
"431308 Nova Pádua";-;-;-;-;-;-
"431310 Nova Palma";-;-;-;-;-;-
"431320 Nova Petrópolis";1;-;-;-;-;1
"431330 Nova Prata";-;-;-;-;-;-
"431333 Nova Ramada";-;-;-;-;-;-
"431335 Nova Roma do Sul";-;-;-;-;-;-
"431337 Nova Santa Rita";-;-;-;-;-;-
"431349 Novo Barreiro";-;-;-;-;-;-
"431339 Novo Cabrais";-;-;-;-;-;-
"431340 Novo Hamburgo";-;5;29;10;-;44
"431342 Novo Machado";-;-;-;-;-;-
"431344 Novo Tiradentes";-;-;-;-;-;-
"431346 Novo Xingu";-;-;-;-;-;-
"431350 Osório";3;-;-;-;-;3
"431360 Paim Filho";1;-;-;-;-;1
"431365 Palmares do Sul";-;-;-;-;-;-
"431370 Palmeira das Missões";-;-;-;-;2;2
"431380 Palmitinho";-;-;-;-;-;-
"431390 Panambi";-;-;-;-;3;3
"431395 Pantano Grande";-;-;-;-;-;-
"431400 Paraí";1;-;-;-;-;1
"431402 Paraíso do Sul";1;-;-;-;-;1
"431403 Pareci Novo";-;-;-;-;-;-
"431405 Parobé";-;-;-;-;-;-
"431406 Passa Sete";-;-;-;-;-;-
"431407 Passo do Sobrado";-;-;-;-;-;-
"431410 Passo Fundo";-;9;60;10;-;79
"431413 Paulo Bento";-;-;-;-;-;-
"431415 Paverama";-;-;-;-;-;-
"431417 Pedras Altas";-;-;-;-;-;-
"431420 Pedro Osório";-;-;-;-;-;-
"431430 Pejuçara";1;-;-;-;-;1
"431440 Pelotas";16;5;67;-;-;88
"431442 Picada Café";-;-;-;-;-;-
"431445 Pinhal";-;-;-;-;-;-
"431446 Pinhal da Serra";-;-;-;-;-;-
"431447 Pinhal Grande";-;-;-;-;-;-
"431449 Pinheirinho do Vale";-;-;-;-;-;-
"431450 Pinheiro Machado";1;-;-;-;-;1
"431454 Pinto Bandeira";-;-;-;-;-;-
"431455 Pirapó";-;-;-;-;-;-
"431460 Piratini";3;-;-;-;-;3
"431470 Planalto";1;-;-;-;-;1
"431475 Poço das Antas";-;-;-;-;-;-
"431477 Pontão";-;-;-;-;-;-
"431478 Ponte Preta";-;-;-;-;-;-
"431480 Portão";-;-;-;-;-;-
"431490 Porto Alegre";118;42;117;451;90;818
"431500 Porto Lucena";-;-;-;-;-;-
"431505 Porto Mauá";-;-;-;-;-;-
"431507 Porto Vera Cruz";-;-;-;-;-;-
"431510 Porto Xavier";1;-;-;-;-;1
"431513 Pouso Novo";-;-;-;-;-;-
"431514 Presidente Lucena";-;-;-;-;-;-
"431515 Progresso";1;-;-;-;-;1
"431517 Protásio Alves";-;-;-;-;-;-
"431520 Putinga";-;-;-;-;-;-
"431530 Quaraí";-;-;-;-;-;-
"431531 Quatro Irmãos";-;-;-;-;-;-
"431532 Quevedos";-;-;-;-;-;-
"431535 Quinze de Novembro";-;-;-;-;-;-
"431540 Redentora";-;-;-;-;-;-
"431545 Relvado";-;-;-;-;-;-
"431550 Restinga Seca";-;-;-;-;-;-
"431555 Rio dos Índios";-;-;-;-;-;-
"431560 Rio Grande";5;-;34;-;4;43
"431570 Rio Pardo";-;-;-;-;4;4
"431575 Riozinho";-;-;-;-;-;-
"431580 Roca Sales";-;-;-;-;-;-
"431590 Rodeio Bonito";-;-;-;-;-;-
"431595 Rolador";-;-;-;-;-;-
"431600 Rolante";-;-;-;-;-;-
"431610 Ronda Alta";2;-;-;-;-;2
"431620 Rondinha";1;-;-;-;-;1
"431630 Roque Gonzales";2;-;-;-;-;2
"431640 Rosário do Sul";-;-;8;-;-;8
"431642 Sagrada Família";-;-;-;-;-;-
"431643 Saldanha Marinho";-;-;-;-;-;-
"431645 Salto do Jacuí";-;-;-;-;-;-
"431647 Salvador das Missões";-;-;-;-;-;-
"431650 Salvador do Sul";-;-;-;-;-;-
"431660 Sananduva";-;-;10;-;5;15
"431710 Sant'Ana do Livramento";2;10;10;-;-;22
"431670 Santa Bárbara do Sul";-;-;-;-;-;-
"431673 Santa Cecília do Sul";-;-;-;-;-;-
"431675 Santa Clara do Sul";-;-;-;-;-;-
"431680 Santa Cruz do Sul";-;-;7;10;-;17
"431697 Santa Margarida do Sul";-;-;-;-;-;-
"431690 Santa Maria";-;-;56;40;-;96
"431695 Santa Maria do Herval";-;-;-;-;-;-
"431720 Santa Rosa";-;4;20;-;-;24
"431725 Santa Tereza";-;-;-;-;-;-
"431730 Santa Vitória do Palmar";-;-;-;-;1;1
"431700 Santana da Boa Vista";-;-;-;-;-;-
"431740 Santiago";-;-;10;-;-;10
"431750 Santo Ângelo";2;-;17;-;-;19
"431760 Santo Antônio da Patrulha";-;-;-;-;-;-
"431770 Santo Antônio das Missões";-;-;-;-;-;-
"431755 Santo Antônio do Palma";-;-;-;-;-;-
"431775 Santo Antônio do Planalto";-;-;-;-;-;-
"431780 Santo Augusto";-;-;-;-;-;-
"431790 Santo Cristo";-;-;-;-;-;-
"431795 Santo Expedito do Sul";-;-;-;-;-;-
"431800 São Borja";-;-;9;-;6;15
"431805 São Domingos do Sul";-;-;-;-;-;-
"431810 São Francisco de Assis";-;-;-;-;-;-
"431820 São Francisco de Paula";-;-;-;-;-;-
"431830 São Gabriel";-;-;10;-;-;10
"431840 São Jerônimo";1;-;-;-;-;1
"431842 São João da Urtiga";-;-;-;-;-;-
"431843 São João do Polêsine";-;-;-;-;-;-
"431844 São Jorge";-;-;-;-;-;-
"431845 São José das Missões";-;-;-;-;-;-
"431846 São José do Herval";-;-;-;-;-;-
"431848 São José do Hortêncio";-;-;-;-;-;-
"431849 São José do Inhacorá";-;-;-;-;-;-
"431850 São José do Norte";-;-;-;-;-;-
"431860 São José do Ouro";-;-;-;-;-;-
"431861 São José do Sul";-;-;-;-;-;-
"431862 São José dos Ausentes";-;-;-;-;-;-
"431870 São Leopoldo";3;1;9;-;-;13
"431880 São Lourenço do Sul";-;-;-;-;-;-
"431890 São Luiz Gonzaga";2;-;-;-;-;2
"431900 São Marcos";-;-;-;-;-;-
"431910 São Martinho";-;-;-;-;-;-
"431912 São Martinho da Serra";-;-;-;-;-;-
"431915 São Miguel das Missões";1;-;-;-;-;1
"431920 São Nicolau";-;-;-;-;-;-
"431930 São Paulo das Missões";-;-;-;-;-;-
"431935 São Pedro da Serra";-;-;-;-;-;-
"431936 São Pedro das Missões";-;-;-;-;-;-
"431937 São Pedro do Butiá";-;-;-;-;-;-
"431940 São Pedro do Sul";-;-;-;-;-;-
"431950 São Sebastião do Caí";-;-;-;-;-;-
"431960 São Sepé";-;-;-;-;-;-
"431970 São Valentim";-;-;-;-;-;-
"431971 São Valentim do Sul";-;-;-;-;-;-
"431973 São Valério do Sul";-;-;-;-;-;-
"431975 São Vendelino";-;-;-;-;-;-
"431980 São Vicente do Sul";-;-;-;-;-;-
"431990 Sapiranga";2;-;7;-;-;9
"432000 Sapucaia do Sul";-;-;10;-;20;30
"432010 Sarandi";1;-;-;-;-;1
"432020 Seberi";1;-;-;-;-;1
"432023 Sede Nova";-;-;-;-;-;-
"432026 Segredo";-;-;-;-;-;-
"432030 Selbach";-;-;-;-;-;-
"432032 Senador Salgado Filho";-;-;-;-;-;-
"432035 Sentinela do Sul";-;-;-;-;-;-
"432040 Serafina Corrêa";-;-;-;-;-;-
"432045 Sério";-;-;-;-;-;-
"432050 Sertão";1;-;-;-;-;1
"432055 Sertão Santana";-;-;-;-;-;-
"432057 Sete de Setembro";-;-;-;-;-;-
"432060 Severiano de Almeida";-;-;-;-;-;-
"432065 Silveira Martins";-;-;-;-;-;-
"432067 Sinimbu";2;-;-;-;-;2
"432070 Sobradinho";2;-;-;-;-;2
"432080 Soledade";-;-;-;-;-;-
"432085 Tabaí";-;-;-;-;-;-
"432090 Tapejara";2;-;-;-;-;2
"432100 Tapera";-;-;-;-;-;-
"432110 Tapes";1;-;-;-;-;1
"432120 Taquara";-;-;10;-;-;10
"432130 Taquari";1;-;-;-;-;1
"432132 Taquaruçu do Sul";-;-;-;-;-;-
"432135 Tavares";-;-;-;-;-;-
"432140 Tenente Portela";-;-;10;-;-;10
"432143 Terra de Areia";-;-;-;-;-;-
"432145 Teutônia";-;-;-;-;-;-
"432146 Tio Hugo";-;-;-;-;-;-
"432147 Tiradentes do Sul";-;-;-;-;-;-
"432149 Toropi";-;-;-;-;-;-
"432150 Torres";2;-;5;-;-;7
"432160 Tramandaí";2;-;10;-;10;22
"432162 Travesseiro";-;-;-;-;-;-
"432163 Três Arroios";-;-;-;-;-;-
"432166 Três Cachoeiras";-;-;-;-;-;-
"432170 Três Coroas";-;-;-;-;-;-
"432180 Três de Maio";1;-;6;-;-;7
"432183 Três Forquilhas";-;-;-;-;-;-
"432185 Três Palmeiras";-;-;-;-;-;-
"432190 Três Passos";-;-;10;-;-;10
"432195 Trindade do Sul";1;-;-;-;-;1
"432200 Triunfo";-;-;-;-;-;-
"432210 Tucunduva";-;-;-;-;-;-
"432215 Tunas";-;-;-;-;-;-
"432218 Tupanci do Sul";-;-;-;-;-;-
"432220 Tupanciretã";-;-;-;-;-;-
"432225 Tupandi";-;-;-;-;-;-
"432230 Tuparendi";1;-;-;-;2;3
"432232 Turuçu";-;-;-;-;-;-
"432234 Ubiretama";-;-;-;-;-;-
"432235 União da Serra";-;-;-;-;-;-
"432237 Unistalda";-;-;-;-;-;-
"432240 Uruguaiana";4;-;20;-;-;24
"432250 Vacaria";-;-;10;-;-;10
"432253 Vale do Sol";1;-;-;-;-;1
"432254 Vale Real";-;-;-;-;-;-
"432252 Vale Verde";-;-;-;-;-;-
"432255 Vanini";-;-;-;-;-;-
"432260 Venâncio Aires";-;-;10;-;-;10
"432270 Vera Cruz";1;-;-;-;-;1
"432280 Veranópolis";-;-;-;-;-;-
"432285 Vespasiano Correa";-;-;-;-;-;-
"432290 Viadutos";2;-;-;-;-;2
"432300 Viamão";-;-;15;-;-;15
"432310 Vicente Dutra";-;-;-;-;-;-
"432320 Victor Graeff";-;-;-;-;-;-
"432330 Vila Flores";-;-;-;-;-;-
"432335 Vila Lângaro";-;-;-;-;-;-
"432340 Vila Maria";-;-;-;-;-;-
"432345 Vila Nova do Sul";-;-;-;-;-;-
"432350 Vista Alegre";-;-;-;-;-;-
"432360 Vista Alegre do Prata";-;-;-;-;-;-
"432370 Vista Gaúcha";-;-;-;-;-;-
"432375 Vitória das Missões";-;-;-;-;-;-
"432377 Westfalia";-;-;-;-;-;-
"432380 Xangri-lá";-;-;-;-;-;-
"430000 Município ignorado - RS";-;-;-;-;-;-
"500020 Água Clara";-;-;-;-;-;-
"500025 Alcinópolis";-;-;-;-;-;-
"500060 Amambai";-;-;-;-;-;-
"500070 Anastácio";-;-;-;-;-;-
"500080 Anaurilândia";-;-;-;-;-;-
"500085 Angélica";-;-;-;-;-;-
"500090 Antônio João";-;-;-;-;-;-
"500100 Aparecida do Taboado";2;-;-;-;-;2
"500110 Aquidauana";4;-;10;-;-;14
"500124 Aral Moreira";1;-;-;-;-;1
"500150 Bandeirantes";-;-;-;-;-;-
"500190 Bataguassu";-;-;-;-;-;-
"500200 Batayporã";-;-;-;-;-;-
"500210 Bela Vista";1;-;-;-;-;1
"500215 Bodoquena";-;-;-;-;-;-
"500220 Bonito";-;-;-;-;-;-
"500230 Brasilândia";-;-;-;-;-;-
"500240 Caarapó";-;-;-;-;-;-
"500260 Camapuã";1;-;-;-;-;1
"500270 Campo Grande";8;17;115;92;-;232
"500280 Caracol";1;-;-;-;-;1
"500290 Cassilândia";-;-;-;-;-;-
"500295 Chapadão do Sul";2;-;-;-;-;2
"500310 Corguinho";-;-;-;-;-;-
"500315 Coronel Sapucaia";-;-;-;-;-;-
"500320 Corumbá";-;-;10;-;-;10
"500325 Costa Rica";1;-;-;-;-;1
"500330 Coxim";-;-;-;-;-;-
"500345 Deodápolis";-;-;-;-;-;-
"500348 Dois Irmãos do Buriti";1;-;-;-;-;1
"500350 Douradina";-;-;-;-;-;-
"500370 Dourados";4;15;54;-;2;75
"500375 Eldorado";1;-;-;-;-;1
"500380 Fátima do Sul";1;-;-;-;-;1
"500390 Figueirão";-;-;-;-;-;-
"500400 Glória de Dourados";-;-;-;-;-;-
"500410 Guia Lopes da Laguna";-;-;-;-;-;-
"500430 Iguatemi";-;-;-;-;-;-
"500440 Inocência";-;-;-;-;-;-
"500450 Itaporã";1;-;-;-;-;1
"500460 Itaquiraí";1;-;-;-;-;1
"500470 Ivinhema";1;-;-;-;-;1
"500480 Japorã";-;-;-;-;-;-
"500490 Jaraguari";-;-;-;-;-;-
"500500 Jardim";-;-;-;-;-;-
"500510 Jateí";-;-;-;-;-;-
"500515 Juti";-;-;-;-;-;-
"500520 Ladário";-;-;-;-;-;-
"500525 Laguna Carapã";1;-;-;-;-;1
"500540 Maracaju";2;-;-;-;-;2
"500560 Miranda";1;-;-;-;-;1
"500568 Mundo Novo";-;-;-;-;-;-
"500570 Naviraí";-;-;-;-;-;-
"500580 Nioaque";-;-;-;-;-;-
"500600 Nova Alvorada do Sul";2;-;-;-;-;2
"500620 Nova Andradina";3;-;10;-;1;14
"500625 Novo Horizonte do Sul";-;-;-;-;-;-
"500627 Paraíso das Águas";-;-;-;-;-;-
"500630 Paranaíba";3;-;-;-;-;3
"500635 Paranhos";-;-;-;-;-;-
"500640 Pedro Gomes";-;-;-;-;-;-
"500660 Ponta Porã";-;-;10;-;-;10
"500690 Porto Murtinho";1;-;-;-;-;1
"500710 Ribas do Rio Pardo";-;-;-;-;-;-
"500720 Rio Brilhante";-;-;-;-;-;-
"500730 Rio Negro";1;-;-;-;-;1
"500740 Rio Verde de Mato Grosso";-;-;-;-;-;-
"500750 Rochedo";-;-;-;-;-;-
"500755 Santa Rita do Pardo";3;-;-;-;-;3
"500769 São Gabriel do Oeste";-;-;-;-;-;-
"500780 Selvíria";-;-;-;-;-;-
"500770 Sete Quedas";-;-;-;-;-;-
"500790 Sidrolândia";-;-;-;-;-;-
"500793 Sonora";-;-;-;-;-;-
"500795 Tacuru";-;-;-;-;-;-
"500797 Taquarussu";-;-;-;-;-;-
"500800 Terenos";-;-;-;-;-;-
"500830 Três Lagoas";2;9;10;-;-;21
"500840 Vicentina";-;-;-;-;-;-
"500000 Município ignorado - MS";-;-;-;-;-;-
"510010 Acorizal";-;-;-;-;-;-
"510020 Água Boa";-;-;-;-;-;-
"510025 Alta Floresta";-;-;10;-;4;14
"510030 Alto Araguaia";-;-;-;-;-;-
"510035 Alto Boa Vista";-;-;-;-;-;-
"510040 Alto Garças";-;-;-;-;-;-
"510050 Alto Paraguai";-;-;-;-;-;-
"510060 Alto Taquari";1;-;-;-;-;1
"510080 Apiacás";-;-;-;-;-;-
"510100 Araguaiana";-;-;-;-;-;-
"510120 Araguainha";-;-;-;-;-;-
"510125 Araputanga";-;-;-;-;-;-
"510130 Arenápolis";-;-;-;-;-;-
"510140 Aripuanã";-;-;-;-;-;-
"510160 Barão de Melgaço";1;-;-;-;-;1
"510170 Barra do Bugres";3;-;-;-;2;5
"510180 Barra do Garças";4;-;10;-;-;14
"510185 Bom Jesus do Araguaia";-;-;-;-;-;-
"510190 Brasnorte";-;-;-;-;-;-
"510250 Cáceres";-;-;26;-;-;26
"510260 Campinápolis";-;-;-;-;-;-
"510263 Campo Novo do Parecis";-;-;-;-;-;-
"510267 Campo Verde";1;-;-;-;-;1
"510268 Campos de Júlio";1;-;-;-;-;1
"510269 Canabrava do Norte";-;-;-;-;-;-
"510270 Canarana";-;-;-;-;-;-
"510279 Carlinda";-;-;-;-;-;-
"510285 Castanheira";-;-;-;-;-;-
"510300 Chapada dos Guimarães";-;-;-;-;-;-
"510305 Cláudia";-;-;-;-;-;-
"510310 Cocalinho";-;-;-;-;-;-
"510320 Colíder";-;-;8;-;-;8
"510325 Colniza";-;-;-;-;-;-
"510330 Comodoro";-;-;-;-;-;-
"510335 Confresa";2;-;-;-;-;2
"510336 Conquista D'Oeste";-;-;-;-;-;-
"510337 Cotriguaçu";1;-;-;-;-;1
"510340 Cuiabá";34;71;221;46;-;372
"510343 Curvelândia";-;-;-;-;-;-
"510345 Denise";-;-;-;-;-;-
"510350 Diamantino";2;-;-;-;-;2
"510360 Dom Aquino";-;-;-;-;-;-
"510370 Feliz Natal";-;-;-;-;-;-
"510380 Figueirópolis D'Oeste";-;-;-;-;-;-
"510385 Gaúcha do Norte";-;-;-;-;-;-
"510390 General Carneiro";-;-;-;-;-;-
"510395 Glória D'Oeste";-;-;-;-;-;-
"510410 Guarantã do Norte";-;-;-;-;-;-
"510420 Guiratinga";1;-;-;-;-;1
"510450 Indiavaí";-;-;-;-;-;-
"510452 Ipiranga do Norte";-;-;-;-;-;-
"510454 Itanhangá";-;-;-;-;-;-
"510455 Itaúba";-;-;-;-;-;-
"510460 Itiquira";1;-;-;-;-;1
"510480 Jaciara";-;-;-;-;-;-
"510490 Jangada";-;-;-;-;-;-
"510500 Jauru";1;-;-;-;-;1
"510510 Juara";2;-;-;-;-;2
"510515 Juína";2;10;-;-;-;12
"510517 Juruena";1;-;-;-;-;1
"510520 Juscimeira";-;-;-;-;-;-
"510523 Lambari D'Oeste";-;-;-;-;-;-
"510525 Lucas do Rio Verde";2;-;10;-;-;12
"510530 Luciara";-;-;-;-;-;-
"510558 Marcelândia";1;-;-;-;-;1
"510560 Matupá";1;-;-;-;-;1
"510562 Mirassol d'Oeste";-;-;-;-;-;-
"510590 Nobres";2;-;-;-;-;2
"510600 Nortelândia";-;-;-;-;-;-
"510610 Nossa Senhora do Livramento";-;-;-;-;-;-
"510615 Nova Bandeirantes";-;-;-;-;-;-
"510620 Nova Brasilândia";-;-;-;-;-;-
"510621 Nova Canaã do Norte";-;-;-;-;-;-
"510880 Nova Guarita";-;-;-;-;-;-
"510618 Nova Lacerda";-;-;-;-;-;-
"510885 Nova Marilândia";-;-;-;-;-;-
"510890 Nova Maringá";-;-;-;-;-;-
"510895 Nova Monte Verde";-;-;-;-;-;-
"510622 Nova Mutum";1;-;-;-;2;3
"510617 Nova Nazaré";-;-;-;-;-;-
"510623 Nova Olímpia";2;-;-;-;-;2
"510619 Nova Santa Helena";-;-;-;-;-;-
"510624 Nova Ubiratã";-;-;-;-;-;-
"510625 Nova Xavantina";-;-;-;-;-;-
"510627 Novo Horizonte do Norte";1;-;-;-;-;1
"510626 Novo Mundo";-;-;-;-;-;-
"510631 Novo Santo Antônio";-;-;-;-;-;-
"510628 Novo São Joaquim";-;-;-;-;-;-
"510629 Paranaíta";1;-;-;-;-;1
"510630 Paranatinga";-;-;-;-;-;-
"510637 Pedra Preta";-;-;-;-;-;-
"510642 Peixoto de Azevedo";2;-;-;-;2;4
"510645 Planalto da Serra";-;-;-;-;-;-
"510650 Poconé";2;-;-;-;-;2
"510665 Pontal do Araguaia";-;-;-;-;-;-
"510670 Ponte Branca";-;-;-;-;-;-
"510675 Pontes e Lacerda";2;-;-;-;-;2
"510677 Porto Alegre do Norte";-;-;-;-;-;-
"510680 Porto dos Gaúchos";2;-;-;-;-;2
"510682 Porto Esperidião";-;-;-;-;-;-
"510685 Porto Estrela";-;-;-;-;-;-
"510700 Poxoréo";2;-;-;-;-;2
"510704 Primavera do Leste";6;-;22;-;4;32
"510706 Querência";-;-;-;-;-;-
"510715 Reserva do Cabaçal";-;-;-;-;-;-
"510718 Ribeirão Cascalheira";-;-;-;-;-;-
"510719 Ribeirãozinho";-;-;-;-;-;-
"510720 Rio Branco";-;-;-;-;-;-
"510757 Rondolândia";-;-;-;-;-;-
"510760 Rondonópolis";6;-;49;-;12;67
"510770 Rosário Oeste";1;-;-;-;-;1
"510775 Salto do Céu";-;-;-;-;-;-
"510724 Santa Carmem";-;-;-;-;-;-
"510774 Santa Cruz do Xingu";-;-;-;-;-;-
"510776 Santa Rita do Trivelato";-;-;-;-;-;-
"510777 Santa Terezinha";-;-;-;-;-;-
"510726 Santo Afonso";-;-;-;-;-;-
"510779 Santo Antônio do Leste";-;-;-;-;-;-
"510780 Santo Antônio do Leverger";1;-;-;-;-;1
"510785 São Félix do Araguaia";-;-;-;-;-;-
"510729 São José do Povo";-;-;-;-;-;-
"510730 São José do Rio Claro";-;-;-;-;-;-
"510735 São José do Xingu";-;-;-;-;-;-
"510710 São José dos Quatro Marcos";-;-;-;-;-;-
"510740 São Pedro da Cipa";-;-;-;-;-;-
"510787 Sapezal";1;-;-;-;-;1
"510788 Serra Nova Dourada";-;-;-;-;-;-
"510790 Sinop";8;-;22;-;-;30
"510792 Sorriso";4;10;10;-;-;24
"510794 Tabaporã";1;-;-;-;-;1
"510795 Tangará da Serra";2;10;24;-;5;41
"510800 Tapurah";1;-;-;-;-;1
"510805 Terra Nova do Norte";1;-;-;-;-;1
"510810 Tesouro";1;-;-;-;-;1
"510820 Torixoréu";-;-;-;-;-;-
"510830 União do Sul";-;-;-;-;-;-
"510835 Vale de São Domingos";-;-;-;-;-;-
"510840 Várzea Grande";9;-;33;-;-;42
"510850 Vera";-;-;-;-;-;-
"510550 Vila Bela da Santíssima Trindade";1;-;-;-;2;3
"510860 Vila Rica";-;-;-;-;-;-
"510000 Município ignorado - MT";-;-;-;-;-;-
"520005 Abadia de Goiás";-;-;-;-;-;-
"520010 Abadiânia";-;-;-;-;-;-
"520013 Acreúna";-;-;-;-;-;-
"520015 Adelândia";-;-;-;-;-;-
"520017 Água Fria de Goiás";-;-;-;-;-;-
"520020 Água Limpa";-;-;-;-;-;-
"520025 Águas Lindas de Goiás";-;-;-;-;-;-
"520030 Alexânia";-;-;-;-;-;-
"520050 Aloândia";-;-;-;-;-;-
"520055 Alto Horizonte";-;-;-;-;-;-
"520060 Alto Paraíso de Goiás";-;-;-;-;-;-
"520080 Alvorada do Norte";-;-;-;-;-;-
"520082 Amaralina";-;-;-;-;-;-
"520085 Americano do Brasil";-;-;-;-;-;-
"520090 Amorinópolis";-;-;-;-;-;-
"520110 Anápolis";4;-;88;-;7;99
"520120 Anhanguera";-;-;-;-;-;-
"520130 Anicuns";-;-;-;-;-;-
"520140 Aparecida de Goiânia";3;10;59;-;20;92
"520145 Aparecida do Rio Doce";-;-;-;-;-;-
"520150 Aporé";1;-;-;-;-;1
"520160 Araçu";-;-;-;-;-;-
"520170 Aragarças";-;-;-;-;-;-
"520180 Aragoiânia";-;-;-;-;-;-
"520215 Araguapaz";-;-;-;-;-;-
"520235 Arenópolis";-;-;-;-;-;-
"520250 Aruanã";-;-;-;-;-;-
"520260 Aurilândia";-;-;-;-;-;-
"520280 Avelinópolis";-;-;-;-;-;-
"520310 Baliza";-;-;-;-;-;-
"520320 Barro Alto";1;-;-;-;-;1
"520330 Bela Vista de Goiás";-;-;-;-;-;-
"520340 Bom Jardim de Goiás";-;-;-;-;-;-
"520350 Bom Jesus de Goiás";2;-;-;-;-;2
"520355 Bonfinópolis";-;-;-;-;1;1
"520357 Bonópolis";-;-;-;-;-;-
"520360 Brazabrantes";-;-;-;-;-;-
"520380 Britânia";-;-;-;-;-;-
"520390 Buriti Alegre";2;-;-;-;-;2
"520393 Buriti de Goiás";-;-;-;-;-;-
"520396 Buritinópolis";-;-;-;-;-;-
"520400 Cabeceiras";-;-;-;-;-;-
"520410 Cachoeira Alta";-;-;-;-;-;-
"520420 Cachoeira de Goiás";-;-;-;-;-;-
"520425 Cachoeira Dourada";-;-;-;-;-;-
"520430 Caçu";-;-;-;-;-;-
"520440 Caiapônia";-;-;-;-;-;-
"520450 Caldas Novas";6;-;10;-;3;19
"520455 Caldazinha";-;-;-;-;-;-
"520460 Campestre de Goiás";-;-;-;-;-;-
"520465 Campinaçu";1;-;-;-;-;1
"520470 Campinorte";-;-;-;-;-;-
"520480 Campo Alegre de Goiás";-;-;-;-;-;-
"520485 Campo Limpo de Goiás";-;-;-;-;-;-
"520490 Campos Belos";-;-;-;-;-;-
"520495 Campos Verdes";-;-;-;-;-;-
"520500 Carmo do Rio Verde";1;-;-;-;-;1
"520505 Castelândia";-;-;-;-;-;-
"520510 Catalão";5;-;28;-;-;33
"520520 Caturaí";-;-;-;-;-;-
"520530 Cavalcante";-;-;-;-;-;-
"520540 Ceres";1;-;19;-;-;20
"520545 Cezarina";1;-;-;-;-;1
"520547 Chapadão do Céu";-;-;-;-;-;-
"520549 Cidade Ocidental";-;-;-;-;-;-
