"Município";"Quantidade existente";"Quantidade SUS";"Quantidade Não SUS"
"430465 Capão do Cipó";-;-;-
"430466 Capão do Leão";-;-;-
"430468 Capela de Santana";-;-;-
"430469 Capitão";-;-;-
"430467 Capivari do Sul";-;-;-
"430471 Caraá";-;-;-
"430470 Carazinho";140;95;45
"430480 Carlos Barbosa";72;38;34
"430485 Carlos Gomes";-;-;-
"430490 Casca";33;23;10
"430495 Caseiros";-;-;-
"430500 Catuípe";-;-;-
"430510 Caxias do Sul";1265;613;652
"430511 Centenário";-;-;-
"430512 Cerrito";-;-;-
"430513 Cerro Branco";-;-;-
"430515 Cerro Grande";-;-;-
"430517 Cerro Grande do Sul";-;-;-
"430520 Cerro Largo";55;34;21
"430530 Chapada";49;36;13
"430535 Charqueadas";60;60;-
"430537 Charrua";-;-;-
"430540 Chiapetta";30;25;5
"430543 Chuí";-;-;-
"430544 Chuvisca";-;-;-
"430545 Cidreira";-;-;-
"430550 Ciríaco";-;-;-
"430558 Colinas";-;-;-
"430560 Colorado";-;-;-
"430570 Condor";25;25;-
"430580 Constantina";23;18;5
"430583 Coqueiro Baixo";-;-;-
"430585 Coqueiros do Sul";-;-;-
"430587 Coronel Barros";-;-;-
"430590 Coronel Bicaco";30;19;11
"430593 Coronel Pilar";-;-;-
"430595 Cotiporã";-;-;-
"430597 Coxilha";-;-;-
"430600 Crissiumal";55;39;16
"430605 Cristal";-;-;-
"430607 Cristal do Sul";-;-;-
"430610 Cruz Alta";233;123;110
"430613 Cruzaltense";-;-;-
"430620 Cruzeiro do Sul";35;31;4
"430630 David Canabarro";32;24;8
"430632 Derrubadas";-;-;-
"430635 Dezesseis de Novembro";-;-;-
"430637 Dilermando de Aguiar";-;-;-
"430640 Dois Irmãos";68;52;16
"430642 Dois Irmãos das Missões";-;-;-
"430645 Dois Lajeados";50;35;15
"430650 Dom Feliciano";25;20;5
"430660 Dom Pedrito";120;79;41
"430655 Dom Pedro de Alcântara";-;-;-
"430670 Dona Francisca";-;-;-
"430673 Doutor Maurício Cardoso";-;-;-
"430675 Doutor Ricardo";-;-;-
"430676 Eldorado do Sul";-;-;-
"430680 Encantado";112;35;77
"430690 Encruzilhada do Sul";50;34;16
"430692 Engenho Velho";-;-;-
"430695 Entre Rios do Sul";-;-;-
"430693 Entre-Ijuís";-;-;-
"430697 Erebango";-;-;-
"430700 Erechim";289;159;130
"430705 Ernestina";-;-;-
"430720 Erval Grande";-;-;-
"430730 Erval Seco";-;-;-
"430740 Esmeralda";-;-;-
"430745 Esperança do Sul";-;-;-
"430750 Espumoso";94;76;18
"430755 Estação";42;23;19
"430760 Estância Velha";52;51;1
"430770 Esteio";145;132;13
"430780 Estrela";120;70;50
"430781 Estrela Velha";-;-;-
"430783 Eugênio de Castro";-;-;-
"430786 Fagundes Varela";-;-;-
"430790 Farroupilha";102;63;39
"430800 Faxinal do Soturno";56;47;9
"430805 Faxinalzinho";-;-;-
"430807 Fazenda Vilanova";-;-;-
"430810 Feliz";51;40;11
"430820 Flores da Cunha";52;34;18
"430825 Floriano Peixoto";-;-;-
"430830 Fontoura Xavier";-;-;-
"430840 Formigueiro";27;27;-
"430843 Forquetinha";-;-;-
"430845 Fortaleza dos Valos";24;21;3
"430850 Frederico Westphalen";101;77;24
"430860 Garibaldi";75;49;26
"430865 Garruchos";-;-;-
"430870 Gaurama";31;28;3
"430880 General Câmara";-;-;-
"430885 Gentil";-;-;-
"430890 Getúlio Vargas";89;68;21
"430900 Giruá";50;36;14
"430905 Glorinha";-;-;-
"430910 Gramado";91;54;37
"430912 Gramado dos Loureiros";-;-;-
"430915 Gramado Xavier";-;-;-
"430920 Gravataí";191;139;52
"430925 Guabiju";4;4;-
"430930 Guaíba";26;-;26
"430940 Guaporé";73;50;23
"430950 Guarani das Missões";45;36;9
"430955 Harmonia";-;-;-
"430710 Herval";34;34;-
"430957 Herveiras";-;-;-
"430960 Horizontina";66;48;18
"430965 Hulha Negra";-;-;-
"430970 Humaitá";32;29;3
"430975 Ibarama";-;-;-
"430980 Ibiaçá";-;-;-
"430990 Ibiraiaras";-;-;-
"430995 Ibirapuitã";-;-;-
"431000 Ibirubá";41;25;16
"431010 Igrejinha";83;60;23
"431020 Ijuí";335;161;174
"431030 Ilópolis";40;24;16
"431033 Imbé";-;-;-
"431036 Imigrante";-;-;-
"431040 Independência";-;-;-
"431041 Inhacorá";-;-;-
"431043 Ipê";-;-;-
"431046 Ipiranga do Sul";-;-;-
"431050 Iraí";64;49;15
"431053 Itaara";20;-;20
"431055 Itacurubi";-;-;-
"431057 Itapuca";-;-;-
"431060 Itaqui";79;77;2
"431065 Itati";-;-;-
"431070 Itatiba do Sul";10;10;-
"431075 Ivorá";24;19;5
"431080 Ivoti";52;45;7
"431085 Jaboticaba";50;42;8
"431087 Jacuizinho";-;-;-
"431090 Jacutinga";-;-;-
"431100 Jaguarão";74;61;13
"431110 Jaguari";51;32;19
"431112 Jaquirana";10;10;-
"431113 Jari";-;-;-
"431115 Jóia";3;3;-
"431120 Júlio de Castilhos";67;49;18
"431123 Lagoa Bonita do Sul";-;-;-
"431127 Lagoa dos Três Cantos";-;-;-
"431130 Lagoa Vermelha";71;47;24
"431125 Lagoão";-;-;-
"431140 Lajeado";139;107;32
"431142 Lajeado do Bugre";-;-;-
"431150 Lavras do Sul";32;29;3
"431160 Liberato Salzano";-;-;-
"431162 Lindolfo Collor";-;-;-
"431164 Linha Nova";-;-;-
"431171 Maçambará";-;-;-
"431170 Machadinho";-;-;-
"431173 Mampituba";-;-;-
"431175 Manoel Viana";-;-;-
"431177 Maquiné";-;-;-
"431179 Maratá";-;-;-
"431180 Marau";104;57;47
"431190 Marcelino Ramos";52;28;24
"431198 Mariana Pimentel";-;-;-
"431200 Mariano Moro";-;-;-
"431205 Marques de Souza";40;30;10
"431210 Mata";28;21;7
"431213 Mato Castelhano";-;-;-
"431215 Mato Leitão";-;-;-
"431217 Mato Queimado";-;-;-
"431220 Maximiliano de Almeida";39;37;2
"431225 Minas do Leão";-;-;-
"431230 Miraguaí";-;-;-
"431235 Montauri";-;-;-
"431237 Monte Alegre dos Campos";-;-;-
"431238 Monte Belo do Sul";-;-;-
"431240 Montenegro";216;134;82
"431242 Mormaço";-;-;-
"431244 Morrinhos do Sul";-;-;-
"431245 Morro Redondo";19;19;-
"431247 Morro Reuter";-;-;-
"431250 Mostardas";29;29;-
"431260 Muçum";31;25;6
"431261 Muitos Capões";-;-;-
"431262 Muliterno";-;-;-
"431265 Não-Me-Toque";101;69;32
"431267 Nicolau Vergueiro";-;-;-
"431270 Nonoai";81;61;20
"431275 Nova Alvorada";-;-;-
"431280 Nova Araçá";-;-;-
"431290 Nova Bassano";54;32;22
"431295 Nova Boa Vista";-;-;-
"431300 Nova Bréscia";37;23;14
"431301 Nova Candelária";-;-;-
"431303 Nova Esperança do Sul";-;-;-
"431306 Nova Hartz";-;-;-
"431308 Nova Pádua";-;-;-
"431310 Nova Palma";52;36;16
"431320 Nova Petrópolis";38;30;8
"431330 Nova Prata";78;50;28
"431333 Nova Ramada";-;-;-
"431335 Nova Roma do Sul";-;-;-
"431337 Nova Santa Rita";-;-;-
"431349 Novo Barreiro";-;-;-
"431339 Novo Cabrais";-;-;-
"431340 Novo Hamburgo";459;246;213
"431342 Novo Machado";-;-;-
"431344 Novo Tiradentes";-;-;-
"431346 Novo Xingu";-;-;-
"431350 Osório";87;59;28
"431360 Paim Filho";49;45;4
"431365 Palmares do Sul";39;30;9
"431370 Palmeira das Missões";107;85;22
"431380 Palmitinho";50;43;7
"431390 Panambi";70;49;21
"431395 Pantano Grande";-;-;-
"431400 Paraí";39;29;10
"431402 Paraíso do Sul";32;32;-
"431403 Pareci Novo";-;-;-
"431405 Parobé";100;100;-
"431406 Passa Sete";-;-;-
"431407 Passo do Sobrado";-;-;-
"431410 Passo Fundo";1123;728;395
"431413 Paulo Bento";-;-;-
"431415 Paverama";-;-;-
"431417 Pedras Altas";-;-;-
"431420 Pedro Osório";50;44;6
"431430 Pejuçara";16;15;1
"431440 Pelotas";1101;759;342
"431442 Picada Café";-;-;-
"431445 Pinhal";-;-;-
"431446 Pinhal da Serra";-;-;-
"431447 Pinhal Grande";30;18;12
"431449 Pinheirinho do Vale";-;-;-
"431450 Pinheiro Machado";51;51;-
"431454 Pinto Bandeira";-;-;-
"431455 Pirapó";-;-;-
"431460 Piratini";105;85;20
"431470 Planalto";50;44;6
"431475 Poço das Antas";-;-;-
"431477 Pontão";-;-;-
"431478 Ponte Preta";-;-;-
"431480 Portão";52;50;2
"431490 Porto Alegre";7019;4137;2882
"431500 Porto Lucena";50;40;10
"431505 Porto Mauá";-;-;-
"431507 Porto Vera Cruz";-;-;-
"431510 Porto Xavier";50;31;19
"431513 Pouso Novo";-;-;-
"431514 Presidente Lucena";-;-;-
"431515 Progresso";49;44;5
"431517 Protásio Alves";-;-;-
"431520 Putinga";30;25;5
"431530 Quaraí";62;51;11
"431531 Quatro Irmãos";-;-;-
"431532 Quevedos";-;-;-
"431535 Quinze de Novembro";19;14;5
"431540 Redentora";-;-;-
"431545 Relvado";-;-;-
"431550 Restinga Seca";51;43;8
"431555 Rio dos Índios";-;-;-
"431560 Rio Grande";779;644;135
"431570 Rio Pardo";97;97;-
"431575 Riozinho";33;30;3
"431580 Roca Sales";38;26;12
"431590 Rodeio Bonito";51;39;12
"431595 Rolador";-;-;-
"431600 Rolante";52;50;2
"431610 Ronda Alta";108;89;19
"431620 Rondinha";32;23;9
"431630 Roque Gonzales";35;32;3
"431640 Rosário do Sul";96;69;27
"431642 Sagrada Família";-;-;-
"431643 Saldanha Marinho";19;16;3
"431645 Salto do Jacuí";32;23;9
"431647 Salvador das Missões";-;-;-
"431650 Salvador do Sul";32;25;7
"431660 Sananduva";73;53;20
"431710 Sant'Ana do Livramento";189;83;106
"431670 Santa Bárbara do Sul";51;41;10
"431673 Santa Cecília do Sul";-;-;-
"431675 Santa Clara do Sul";-;-;-
"431680 Santa Cruz do Sul";312;187;125
"431697 Santa Margarida do Sul";-;-;-
"431690 Santa Maria";1032;537;495
"431695 Santa Maria do Herval";-;-;-
"431720 Santa Rosa";205;126;79
"431725 Santa Tereza";-;-;-
"431730 Santa Vitória do Palmar";65;53;12
"431700 Santana da Boa Vista";-;-;-
"431740 Santiago";122;101;21
"431750 Santo Ângelo";219;136;83
"431760 Santo Antônio da Patrulha";82;60;22
"431770 Santo Antônio das Missões";-;-;-
"431755 Santo Antônio do Palma";-;-;-
"431775 Santo Antônio do Planalto";-;-;-
"431780 Santo Augusto";85;63;22
"431790 Santo Cristo";56;41;15
"431795 Santo Expedito do Sul";-;-;-
"431800 São Borja";143;118;25
"431805 São Domingos do Sul";-;-;-
"431810 São Francisco de Assis";60;45;15
"431820 São Francisco de Paula";59;53;6
"431830 São Gabriel";185;155;30
"431840 São Jerônimo";100;78;22
"431842 São João da Urtiga";-;-;-
"431843 São João do Polêsine";50;46;4
"431844 São Jorge";-;-;-
"431845 São José das Missões";-;-;-
"431846 São José do Herval";-;-;-
"431848 São José do Hortêncio";-;-;-
"431849 São José do Inhacorá";-;-;-
"431850 São José do Norte";53;45;8
"431860 São José do Ouro";53;40;13
"431861 São José do Sul";-;-;-
"431862 São José dos Ausentes";-;-;-
"431870 São Leopoldo";209;177;32
"431880 São Lourenço do Sul";172;125;47
"431890 São Luiz Gonzaga";122;99;23
"431900 São Marcos";77;45;32
"431910 São Martinho";39;25;14
"431912 São Martinho da Serra";-;-;-
"431915 São Miguel das Missões";38;30;8
"431920 São Nicolau";-;-;-
"431930 São Paulo das Missões";36;25;11
"431935 São Pedro da Serra";-;-;-
"431936 São Pedro das Missões";-;-;-
"431937 São Pedro do Butiá";-;-;-
"431940 São Pedro do Sul";54;45;9
"431950 São Sebastião do Caí";91;60;31
"431960 São Sepé";64;55;9
"431970 São Valentim";-;-;-
"431971 São Valentim do Sul";-;-;-
"431973 São Valério do Sul";-;-;-
"431975 São Vendelino";-;-;-
"431980 São Vicente do Sul";14;12;2
"431990 Sapiranga";122;88;34
"432000 Sapucaia do Sul";116;116;-
"432010 Sarandi";81;67;14
"432020 Seberi";50;40;10
"432023 Sede Nova";-;-;-
"432026 Segredo";34;32;2
"432030 Selbach";32;20;12
"432032 Senador Salgado Filho";-;-;-
"432035 Sentinela do Sul";-;-;-
"432040 Serafina Corrêa";55;36;19
"432045 Sério";10;10;-
"432050 Sertão";49;29;20
"432055 Sertão Santana";-;-;-
"432057 Sete de Setembro";-;-;-
"432060 Severiano de Almeida";31;26;5
"432065 Silveira Martins";-;-;-
"432067 Sinimbu";48;30;18
"432070 Sobradinho";148;75;73
"432080 Soledade";117;80;37
"432085 Tabaí";-;-;-
"432090 Tapejara";92;67;25
"432100 Tapera";35;22;13
"432110 Tapes";49;39;10
"432120 Taquara";89;71;18
"432130 Taquari";81;61;20
"432132 Taquaruçu do Sul";-;-;-
"432135 Tavares";-;-;-
"432140 Tenente Portela";113;94;19
"432143 Terra de Areia";1;-;1
"432145 Teutônia";84;69;15
"432146 Tio Hugo";-;-;-
"432147 Tiradentes do Sul";-;-;-
"432149 Toropi";-;-;-
"432150 Torres";66;62;4
"432160 Tramandaí";94;94;-
"432162 Travesseiro";-;-;-
"432163 Três Arroios";-;-;-
"432166 Três Cachoeiras";-;-;-
"432170 Três Coroas";75;65;10
"432180 Três de Maio";69;41;28
"432183 Três Forquilhas";-;-;-
"432185 Três Palmeiras";-;-;-
"432190 Três Passos";104;69;35
"432195 Trindade do Sul";48;43;5
"432200 Triunfo";50;36;14
"432210 Tucunduva";34;22;12
"432215 Tunas";-;-;-
"432218 Tupanci do Sul";-;-;-
"432220 Tupanciretã";73;53;20
"432225 Tupandi";-;-;-
"432230 Tuparendi";37;26;11
"432232 Turuçu";-;-;-
"432234 Ubiretama";-;-;-
"432235 União da Serra";-;-;-
"432237 Unistalda";-;-;-
"432240 Uruguaiana";196;150;46
"432250 Vacaria";147;87;60
"432253 Vale do Sol";39;29;10
"432254 Vale Real";-;-;-
"432252 Vale Verde";-;-;-
"432255 Vanini";-;-;-
"432260 Venâncio Aires";121;80;41
"432270 Vera Cruz";49;44;5
"432280 Veranópolis";63;39;24
"432285 Vespasiano Correa";-;-;-
"432290 Viadutos";50;33;17
"432300 Viamão";347;275;72
"432310 Vicente Dutra";-;-;-
"432320 Victor Graeff";-;-;-
"432330 Vila Flores";-;-;-
"432335 Vila Lângaro";-;-;-
"432340 Vila Maria";-;-;-
"432345 Vila Nova do Sul";-;-;-
"432350 Vista Alegre";-;-;-
"432360 Vista Alegre do Prata";-;-;-
"432370 Vista Gaúcha";-;-;-
"432375 Vitória das Missões";-;-;-
"432377 Westfalia";-;-;-
"432380 Xangri-lá";-;-;-
"430000 Município ignorado - RS";-;-;-
"500020 Água Clara";17;17;-
"500025 Alcinópolis";-;-;-
"500060 Amambai";107;41;66
"500070 Anastácio";26;24;2
"500080 Anaurilândia";12;8;4
"500085 Angélica";26;6;20
"500090 Antônio João";7;7;-
"500100 Aparecida do Taboado";106;78;28
"500110 Aquidauana";143;109;34
"500124 Aral Moreira";9;9;-
"500150 Bandeirantes";12;12;-
"500190 Bataguassu";35;15;20
"500200 Batayporã";-;-;-
"500210 Bela Vista";32;28;4
"500215 Bodoquena";8;8;-
"500220 Bonito";26;26;-
"500230 Brasilândia";20;11;9
"500240 Caarapó";39;20;19
"500260 Camapuã";22;15;7
"500270 Campo Grande";2220;1317;903
"500280 Caracol";8;4;4
"500290 Cassilândia";59;32;27
"500295 Chapadão do Sul";80;50;30
"500310 Corguinho";2;2;-
"500315 Coronel Sapucaia";9;9;-
"500320 Corumbá";202;138;64
"500325 Costa Rica";59;45;14
"500330 Coxim";93;65;28
"500345 Deodápolis";12;12;-
"500348 Dois Irmãos do Buriti";19;19;-
"500350 Douradina";-;-;-
"500370 Dourados";618;383;235
"500375 Eldorado";57;21;36
"500380 Fátima do Sul";56;51;5
"500390 Figueirão";10;10;-
"500400 Glória de Dourados";12;8;4
"500410 Guia Lopes da Laguna";26;12;14
"500430 Iguatemi";38;32;6
"500440 Inocência";9;9;-
"500450 Itaporã";20;20;-
"500460 Itaquiraí";27;14;13
"500470 Ivinhema";29;29;-
"500480 Japorã";-;-;-
"500490 Jaraguari";-;-;-
"500500 Jardim";43;27;16
"500510 Jateí";21;19;2
"500515 Juti";9;9;-
"500520 Ladário";10;-;10
"500525 Laguna Carapã";6;6;-
"500540 Maracaju";50;44;6
"500560 Miranda";23;23;-
"500568 Mundo Novo";36;36;-
"500570 Naviraí";87;70;17
"500580 Nioaque";6;6;-
"500600 Nova Alvorada do Sul";18;18;-
"500620 Nova Andradina";111;77;34
"500625 Novo Horizonte do Sul";14;14;-
"500627 Paraíso das Águas";-;-;-
"500630 Paranaíba";187;108;79
"500635 Paranhos";10;10;-
"500640 Pedro Gomes";28;28;-
"500660 Ponta Porã";153;121;32
"500690 Porto Murtinho";16;16;-
"500710 Ribas do Rio Pardo";16;16;-
"500720 Rio Brilhante";46;41;5
"500730 Rio Negro";20;6;14
"500740 Rio Verde de Mato Grosso";29;29;-
"500750 Rochedo";9;9;-
"500755 Santa Rita do Pardo";8;8;-
"500769 São Gabriel do Oeste";36;36;-
"500780 Selvíria";-;-;-
"500770 Sete Quedas";18;18;-
"500790 Sidrolândia";38;26;12
"500793 Sonora";22;10;12
"500795 Tacuru";8;8;-
"500797 Taquarussu";4;4;-
"500800 Terenos";-;-;-
"500830 Três Lagoas";197;113;84
"500840 Vicentina";5;5;-
"500000 Município ignorado - MS";-;-;-
"510010 Acorizal";-;-;-
"510020 Água Boa";77;62;15
"510025 Alta Floresta";138;84;54
"510030 Alto Araguaia";98;34;64
"510035 Alto Boa Vista";-;-;-
"510040 Alto Garças";-;-;-
"510050 Alto Paraguai";-;-;-
"510060 Alto Taquari";30;24;6
"510080 Apiacás";28;28;-
"510100 Araguaiana";12;12;-
"510120 Araguainha";-;-;-
"510125 Araputanga";19;16;3
"510130 Arenápolis";10;10;-
"510140 Aripuanã";33;33;-
"510160 Barão de Melgaço";11;11;-
"510170 Barra do Bugres";59;59;-
"510180 Barra do Garças";114;78;36
"510185 Bom Jesus do Araguaia";-;-;-
"510190 Brasnorte";31;31;-
"510250 Cáceres";225;186;39
"510260 Campinápolis";21;21;-
"510263 Campo Novo do Parecis";32;30;2
"510267 Campo Verde";56;25;31
"510268 Campos de Júlio";16;16;-
"510269 Canabrava do Norte";9;9;-
"510270 Canarana";60;41;19
"510279 Carlinda";1;1;-
"510285 Castanheira";-;-;-
"510300 Chapada dos Guimarães";2;2;-
"510305 Cláudia";23;14;9
"510310 Cocalinho";16;16;-
"510320 Colíder";113;84;29
"510325 Colniza";40;28;12
"510330 Comodoro";42;31;11
"510335 Confresa";53;46;7
"510336 Conquista D'Oeste";-;-;-
"510337 Cotriguaçu";33;33;-
"510340 Cuiabá";2030;1380;650
"510343 Curvelândia";-;-;-
"510345 Denise";-;-;-
"510350 Diamantino";46;36;10
"510360 Dom Aquino";20;15;5
"510370 Feliz Natal";-;-;-
"510380 Figueirópolis D'Oeste";-;-;-
"510385 Gaúcha do Norte";17;17;-
"510390 General Carneiro";15;15;-
"510395 Glória D'Oeste";-;-;-
"510410 Guarantã do Norte";48;34;14
"510420 Guiratinga";22;18;4
"510450 Indiavaí";-;-;-
"510452 Ipiranga do Norte";-;-;-
"510454 Itanhangá";-;-;-
"510455 Itaúba";16;16;-
"510460 Itiquira";35;35;-
"510480 Jaciara";53;30;23
"510490 Jangada";-;-;-
"510500 Jauru";37;32;5
"510510 Juara";65;34;31
"510515 Juína";136;76;60
"510517 Juruena";19;19;-
"510520 Juscimeira";33;31;2
"510523 Lambari D'Oeste";-;-;-
"510525 Lucas do Rio Verde";101;65;36
"510530 Luciara";-;-;-
"510558 Marcelândia";21;21;-
"510560 Matupá";44;26;18
"510562 Mirassol d'Oeste";90;39;51
"510590 Nobres";41;34;7
"510600 Nortelândia";35;30;5
"510610 Nossa Senhora do Livramento";16;16;-
"510615 Nova Bandeirantes";15;15;-
"510620 Nova Brasilândia";13;13;-
"510621 Nova Canaã do Norte";-;-;-
"510880 Nova Guarita";-;-;-
"510618 Nova Lacerda";6;6;-
"510885 Nova Marilândia";8;8;-
"510890 Nova Maringá";6;6;-
"510895 Nova Monte Verde";13;13;-
"510622 Nova Mutum";39;27;12
"510617 Nova Nazaré";-;-;-
"510623 Nova Olímpia";50;34;16
"510619 Nova Santa Helena";-;-;-
"510624 Nova Ubiratã";-;-;-
"510625 Nova Xavantina";34;34;-
"510627 Novo Horizonte do Norte";15;15;-
"510626 Novo Mundo";-;-;-
"510631 Novo Santo Antônio";-;-;-
"510628 Novo São Joaquim";26;26;-
"510629 Paranaíta";32;32;-
"510630 Paranatinga";35;35;-
"510637 Pedra Preta";31;31;-
"510642 Peixoto de Azevedo";57;57;-
"510645 Planalto da Serra";-;-;-
"510650 Poconé";64;58;6
"510665 Pontal do Araguaia";-;-;-
"510670 Ponte Branca";21;21;-
"510675 Pontes e Lacerda";69;29;40
"510677 Porto Alegre do Norte";18;18;-
"510680 Porto dos Gaúchos";21;21;-
"510682 Porto Esperidião";-;-;-
"510685 Porto Estrela";-;-;-
"510700 Poxoréo";96;77;19
"510704 Primavera do Leste";147;79;68
"510706 Querência";31;26;5
"510715 Reserva do Cabaçal";-;-;-
"510718 Ribeirão Cascalheira";32;29;3
"510719 Ribeirãozinho";15;15;-
"510720 Rio Branco";18;18;-
"510757 Rondolândia";-;-;-
"510760 Rondonópolis";491;351;140
"510770 Rosário Oeste";63;55;8
"510775 Salto do Céu";14;14;-
"510724 Santa Carmem";-;-;-
"510774 Santa Cruz do Xingu";-;-;-
"510776 Santa Rita do Trivelato";-;-;-
"510777 Santa Terezinha";22;22;-
"510726 Santo Afonso";-;-;-
"510779 Santo Antônio do Leste";-;-;-
"510780 Santo Antônio do Leverger";20;20;-
"510785 São Félix do Araguaia";44;44;-
"510729 São José do Povo";-;-;-
"510730 São José do Rio Claro";22;22;-
"510735 São José do Xingu";23;8;15
"510710 São José dos Quatro Marcos";-;-;-
"510740 São Pedro da Cipa";-;-;-
"510787 Sapezal";53;34;19
"510788 Serra Nova Dourada";-;-;-
"510790 Sinop";253;109;144
"510792 Sorriso";160;98;62
"510794 Tabaporã";15;15;-
"510795 Tangará da Serra";183;94;89
"510800 Tapurah";21;21;-
"510805 Terra Nova do Norte";37;37;-
"510810 Tesouro";14;14;-
"510820 Torixoréu";23;22;1
"510830 União do Sul";-;-;-
"510835 Vale de São Domingos";5;5;-
"510840 Várzea Grande";368;239;129
"510850 Vera";-;-;-
"510550 Vila Bela da Santíssima Trindade";50;41;9
"510860 Vila Rica";21;21;-
"510000 Município ignorado - MT";-;-;-
"520005 Abadia de Goiás";-;-;-
"520010 Abadiânia";9;9;-
"520013 Acreúna";72;38;34
"520015 Adelândia";-;-;-
"520017 Água Fria de Goiás";12;12;-
"520020 Água Limpa";-;-;-
"520025 Águas Lindas de Goiás";41;40;1
"520030 Alexânia";34;34;-
"520050 Aloândia";14;14;-
"520055 Alto Horizonte";-;-;-
"520060 Alto Paraíso de Goiás";17;17;-
"520080 Alvorada do Norte";32;32;-
"520082 Amaralina";-;-;-
"520085 Americano do Brasil";17;17;-
"520090 Amorinópolis";13;13;-
"520110 Anápolis";1012;537;475
"520120 Anhanguera";-;-;-
"520130 Anicuns";50;50;-
"520140 Aparecida de Goiânia";1104;879;225
"520145 Aparecida do Rio Doce";-;-;-
"520150 Aporé";18;18;-
"520160 Araçu";17;17;-
"520170 Aragarças";53;53;-
"520180 Aragoiânia";9;9;-
"520215 Araguapaz";10;10;-
"520235 Arenópolis";17;17;-
"520250 Aruanã";15;15;-
"520260 Aurilândia";-;-;-
"520280 Avelinópolis";12;12;-
"520310 Baliza";-;-;-
"520320 Barro Alto";22;22;-
"520330 Bela Vista de Goiás";29;26;3
"520340 Bom Jardim de Goiás";23;23;-
"520350 Bom Jesus de Goiás";25;25;-
"520355 Bonfinópolis";2;2;-
"520357 Bonópolis";-;-;-
"520360 Brazabrantes";-;-;-
"520380 Britânia";23;23;-
"520390 Buriti Alegre";32;25;7
"520393 Buriti de Goiás";14;14;-
"520396 Buritinópolis";-;-;-
"520400 Cabeceiras";12;12;-
"520410 Cachoeira Alta";26;26;-
"520420 Cachoeira de Goiás";-;-;-
"520425 Cachoeira Dourada";18;18;-
"520430 Caçu";36;28;8
"520440 Caiapônia";41;41;-
"520450 Caldas Novas";145;92;53
"520455 Caldazinha";-;-;-
"520460 Campestre de Goiás";-;-;-
"520465 Campinaçu";22;22;-
"520470 Campinorte";16;16;-
"520480 Campo Alegre de Goiás";18;18;-
"520485 Campo Limpo de Goiás";-;-;-
"520490 Campos Belos";42;28;14
"520495 Campos Verdes";-;-;-
"520500 Carmo do Rio Verde";17;17;-
"520505 Castelândia";15;15;-
"520510 Catalão";297;198;99
"520520 Caturaí";18;18;-
"520530 Cavalcante";16;16;-
"520540 Ceres";332;166;166
"520545 Cezarina";15;15;-
"520547 Chapadão do Céu";24;21;3
"520549 Cidade Ocidental";61;35;26
"520551 Cocalzinho de Goiás";22;22;-
"520552 Colinas do Sul";11;11;-
"520570 Córrego do Ouro";16;16;-
"520580 Corumbá de Goiás";25;14;11
"520590 Corumbaíba";26;26;-
"520620 Cristalina";58;42;16
"520630 Cristianópolis";8;8;-
"520640 Crixás";86;60;26
"520650 Cromínia";11;11;-
"520660 Cumari";14;14;-
"520670 Damianópolis";13;13;-
"520680 Damolândia";15;15;-
"520690 Davinópolis";-;-;-
"520710 Diorama";14;14;-
"520830 Divinópolis de Goiás";24;24;-
"520725 Doverlândia";24;24;-
"520735 Edealina";10;10;-
"520740 Edéia";25;25;-
"520750 Estrela do Norte";22;22;-
"520753 Faina";19;19;-
"520760 Fazenda Nova";16;16;-
"520780 Firminópolis";37;26;11
"520790 Flores de Goiás";7;7;-
"520800 Formosa";138;59;79
"520810 Formoso";25;25;-
"520815 Gameleira de Goiás";-;-;-
"520840 Goianápolis";18;18;-
"520850 Goiandira";33;26;7
"520860 Goianésia";258;171;87
"520870 Goiânia";6517;2854;3663
"520880 Goianira";86;55;31
"520890 Goiás";41;41;-
"520910 Goiatuba";121;60;61
"520915 Gouvelândia";-;-;-
"520920 Guapó";-;-;-
"520929 Guaraíta";-;-;-
"520940 Guarani de Goiás";-;-;-
"520945 Guarinos";-;-;-
"520960 Heitoraí";19;19;-
"520970 Hidrolândia";21;21;-
"520980 Hidrolina";28;28;-
"520990 Iaciara";16;16;-
"520993 Inaciolândia";16;16;-
"520995 Indiara";51;20;31
"521000 Inhumas";98;53;45
"521010 Ipameri";130;104;26
"521015 Ipiranga de Goiás";-;-;-
"521020 Iporá";114;33;81
"521030 Israelândia";7;7;-
"521040 Itaberaí";38;-;38
"521056 Itaguari";-;-;-
"521060 Itaguaru";19;19;-
"521080 Itajá";18;18;-
"521090 Itapaci";41;41;-
"521100 Itapirapuã";23;23;-
"521120 Itapuranga";124;81;43
"521130 Itarumã";17;17;-
"521140 Itauçu";18;18;-
"521150 Itumbiara";209;96;113
"521160 Ivolândia";10;10;-
"521170 Jandaia";13;13;-
"521180 Jaraguá";84;76;8
"521190 Jataí";155;105;50
"521200 Jaupaci";10;10;-
"521205 Jesúpolis";-;-;-
"521210 Joviânia";17;17;-
"521220 Jussara";68;30;38
"521225 Lagoa Santa";-;-;-
"521230 Leopoldo de Bulhões";-;-;-
"521250 Luziânia";133;52;81
"521260 Mairipotaba";13;13;-
"521270 Mambaí";16;16;-
"521280 Mara Rosa";44;18;26
"521290 Marzagão";23;23;-
"521295 Matrinchã";14;14;-
"521300 Maurilândia";12;12;-
"521305 Mimoso de Goiás";-;-;-
"521308 Minaçu";101;48;53
