"Município";"Leitos Repouso/Observação Ped";"Leitos Repouso/Observação Fem";"Leitos Repouso/Observação Masc";"Leitos Repouso/Observação Indif"
"412125 Ramilândia";-;-;-;-
"412130 Rancho Alegre";-;-;-;1
"412135 Rancho Alegre D'Oeste";-;-;-;-
"412140 Realeza";2;3;3;-
"412150 Rebouças";-;-;-;-
"412160 Renascença";-;-;-;-
"412170 Reserva";-;3;3;-
"412175 Reserva do Iguaçu";-;-;-;-
"412180 Ribeirão Claro";-;-;-;4
"412190 Ribeirão do Pinhal";-;-;-;-
"412200 Rio Azul";-;-;-;-
"412210 Rio Bom";-;-;-;4
"412215 Rio Bonito do Iguaçu";-;3;3;-
"412217 Rio Branco do Ivaí";-;-;-;4
"412220 Rio Branco do Sul";-;-;-;6
"412230 Rio Negro";1;2;-;2
"412240 Rolândia";-;-;-;20
"412250 Roncador";-;-;-;-
"412260 Rondon";2;3;3;-
"412265 Rosário do Ivaí";-;-;-;2
"412270 Sabáudia";-;6;6;-
"412280 Salgado Filho";-;3;3;-
"412290 Salto do Itararé";3;3;6;-
"412300 Salto do Lontra";-;-;-;10
"412310 Santa Amélia";-;-;-;-
"412320 Santa Cecília do Pavão";-;-;-;7
"412330 Santa Cruz de Monte Castelo";-;-;-;-
"412340 Santa Fé";3;6;4;1
"412350 Santa Helena";-;5;5;2
"412360 Santa Inês";-;-;-;-
"412370 Santa Isabel do Ivaí";-;-;-;-
"412380 Santa Izabel do Oeste";3;3;3;-
"412382 Santa Lúcia";-;-;-;-
"412385 Santa Maria do Oeste";-;-;-;-
"412390 Santa Mariana";2;2;2;-
"412395 Santa Mônica";-;-;-;-
"412402 Santa Tereza do Oeste";-;-;-;-
"412405 Santa Terezinha de Itaipu";-;2;4;-
"412400 Santana do Itararé";-;-;-;2
"412410 Santo Antônio da Platina";4;3;3;6
"412420 Santo Antônio do Caiuá";-;-;-;2
"412430 Santo Antônio do Paraíso";-;-;-;-
"412440 Santo Antônio do Sudoeste";-;-;-;1
"412450 Santo Inácio";-;-;-;-
"412460 São Carlos do Ivaí";-;-;-;1
"412470 São Jerônimo da Serra";-;-;-;-
"412480 São João";-;-;-;-
"412490 São João do Caiuá";-;-;-;2
"412500 São João do Ivaí";-;-;-;-
"412510 São João do Triunfo";-;-;-;1
"412520 São Jorge d'Oeste";-;-;-;-
"412530 São Jorge do Ivaí";-;-;-;5
"412535 São Jorge do Patrocínio";-;-;-;2
"412540 São José da Boa Vista";-;-;-;2
"412545 São José das Palmeiras";-;-;-;1
"412550 São José dos Pinhais";10;14;13;16
"412555 São Manoel do Paraná";-;-;-;-
"412560 São Mateus do Sul";-;-;-;-
"412570 São Miguel do Iguaçu";11;7;7;2
"412575 São Pedro do Iguaçu";-;-;-;-
"412580 São Pedro do Ivaí";-;-;-;-
"412590 São Pedro do Paraná";-;-;-;-
"412600 São Sebastião da Amoreira";-;-;-;-
"412610 São Tomé";-;2;-;-
"412620 Sapopema";-;-;-;-
"412625 Sarandi";4;3;3;6
"412627 Saudade do Iguaçu";-;-;-;-
"412630 Sengés";-;-;-;-
"412635 Serranópolis do Iguaçu";-;-;-;-
"412640 Sertaneja";-;-;-;2
"412650 Sertanópolis";-;-;-;-
"412660 Siqueira Campos";2;-;-;-
"412665 Sulina";-;-;-;-
"412667 Tamarana";1;1;1;2
"412670 Tamboara";-;-;-;1
"412680 Tapejara";-;-;-;-
"412690 Tapira";2;6;6;-
"412700 Teixeira Soares";-;-;-;-
"412710 Telêmaco Borba";-;-;-;6
"412720 Terra Boa";-;-;-;5
"412730 Terra Rica";-;-;-;-
"412740 Terra Roxa";-;-;-;-
"412750 Tibagi";-;-;-;-
"412760 Tijucas do Sul";-;-;-;-
"412770 Toledo";-;1;-;13
"412780 Tomazina";-;-;-;2
"412785 Três Barras do Paraná";-;-;1;-
"412788 Tunas do Paraná";3;6;3;-
"412790 Tuneiras do Oeste";-;-;-;2
"412795 Tupãssi";-;-;-;-
"412796 Turvo";-;-;-;-
"412800 Ubiratã";-;-;-;2
"412810 Umuarama";3;-;-;20
"412820 União da Vitória";3;8;6;5
"412830 Uniflor";2;3;2;-
"412840 Uraí";-;-;-;2
"412853 Ventania";-;-;-;-
"412855 Vera Cruz do Oeste";-;-;-;-
"412860 Verê";-;-;-;1
"412865 Virmond";-;-;-;-
"412870 Vitorino";-;-;-;-
"412850 Wenceslau Braz";-;-;-;4
"412880 Xambrê";1;3;3;-
"410000 Município ignorado - PR";-;-;-;-
"420005 Abdon Batista";-;-;-;-
"420010 Abelardo Luz";-;-;-;8
"420020 Agrolândia";-;-;-;12
"420030 Agronômica";-;-;-;-
"420040 Água Doce";-;-;-;2
"420050 Águas de Chapecó";-;-;-;-
"420055 Águas Frias";-;-;-;-
"420060 Águas Mornas";-;-;-;-
"420070 Alfredo Wagner";-;-;1;2
"420075 Alto Bela Vista";-;-;-;-
"420080 Anchieta";-;-;-;-
"420090 Angelina";-;-;-;5
"420100 Anita Garibaldi";-;-;-;2
"420110 Anitápolis";-;-;-;4
"420120 Antônio Carlos";-;-;-;-
"420125 Apiúna";-;-;-;-
"420127 Arabutã";-;-;-;2
"420130 Araquari";2;3;3;-
"420140 Araranguá";4;3;3;1
"420150 Armazém";-;2;2;-
"420160 Arroio Trinta";-;-;-;1
"420165 Arvoredo";-;-;-;-
"420170 Ascurra";-;-;-;-
"420180 Atalanta";-;-;-;-
"420190 Aurora";-;-;-;-
"420195 Balneário Arroio do Silva";-;-;-;-
"420205 Balneário Barra do Sul";-;-;-;3
"420200 Balneário Camboriú";12;7;7;14
"420207 Balneário Gaivota";-;-;-;-
"421280 Balneário Piçarras";-;-;-;-
"422000 Balneário Rincão";-;2;2;-
"420208 Bandeirante";-;-;-;-
"420209 Barra Bonita";-;-;-;-
"420210 Barra Velha";-;-;-;3
"420213 Bela Vista do Toldo";-;-;-;-
"420215 Belmonte";-;-;-;-
"420220 Benedito Novo";-;-;-;-
"420230 Biguaçu";3;6;3;-
"420240 Blumenau";14;24;15;57
"420243 Bocaina do Sul";-;-;-;-
"420250 Bom Jardim da Serra";-;-;-;2
"420253 Bom Jesus";-;-;-;-
"420257 Bom Jesus do Oeste";-;-;-;-
"420260 Bom Retiro";-;-;-;2
"420245 Bombinhas";-;-;-;7
"420270 Botuverá";-;-;-;-
"420280 Braço do Norte";-;-;-;6
"420285 Braço do Trombudo";-;-;-;-
"420287 Brunópolis";-;-;-;-
"420290 Brusque";2;3;6;17
"420300 Caçador";6;5;6;6
"420310 Caibi";-;-;-;2
"420315 Calmon";-;-;-;1
"420320 Camboriú";2;-;63;6
"420330 Campo Alegre";-;-;-;-
"420340 Campo Belo do Sul";-;-;-;3
"420350 Campo Erê";-;-;-;-
"420360 Campos Novos";-;-;-;8
"420370 Canelinha";-;-;-;4
"420380 Canoinhas";3;2;2;-
"420325 Capão Alto";-;-;-;-
"420390 Capinzal";1;1;1;-
"420395 Capivari de Baixo";-;-;-;6
"420400 Catanduvas";-;-;-;2
"420410 Caxambu do Sul";-;-;-;3
"420415 Celso Ramos";-;-;-;-
"420417 Cerro Negro";-;-;-;-
"420419 Chapadão do Lageado";-;-;-;-
"420420 Chapecó";4;2;2;47
"420425 Cocal do Sul";1;-;-;-
"420430 Concórdia";2;2;2;-
"420435 Cordilheira Alta";-;-;-;-
"420440 Coronel Freitas";-;-;-;2
"420445 Coronel Martins";-;-;-;-
"420455 Correia Pinto";-;-;-;-
"420450 Corupá";3;5;6;-
"420460 Criciúma";21;26;26;4
"420470 Cunha Porã";-;-;-;3
"420475 Cunhataí";-;-;-;-
"420480 Curitibanos";6;5;5;2
"420490 Descanso";-;-;-;-
"420500 Dionísio Cerqueira";-;-;-;11
"420510 Dona Emma";-;-;-;-
"420515 Doutor Pedrinho";-;-;-;-
"420517 Entre Rios";-;-;-;-
"420519 Ermo";-;-;-;-
"420520 Erval Velho";-;-;1;-
"420530 Faxinal dos Guedes";-;-;-;2
"420535 Flor do Sertão";-;-;-;-
"420540 Florianópolis";37;20;14;137
"420543 Formosa do Sul";-;-;-;-
"420545 Forquilhinha";-;2;2;-
"420550 Fraiburgo";-;6;4;2
"420555 Frei Rogério";-;-;-;1
"420560 Galvão";-;-;-;-
"420570 Garopaba";-;-;-;-
"420580 Garuva";4;10;4;7
"420590 Gaspar";-;-;-;-
"420600 Governador Celso Ramos";-;-;-;-
"420610 Grão Pará";-;-;-;-
"420620 Gravatal";-;-;-;-
"420630 Guabiruba";-;-;-;-
"420640 Guaraciaba";-;-;-;-
"420650 Guaramirim";1;-;-;10
"420660 Guarujá do Sul";-;-;-;2
"420665 Guatambú";-;-;-;-
"420670 Herval d'Oeste";3;-;-;4
"420675 Ibiam";-;-;-;1
"420680 Ibicaré";-;-;-;-
"420690 Ibirama";-;-;-;6
"420700 Içara";1;1;1;4
"420710 Ilhota";-;-;-;-
"420720 Imaruí";-;-;-;-
"420730 Imbituba";-;-;-;8
"420740 Imbuia";-;-;-;1
"420750 Indaial";1;5;3;3
"420757 Iomerê";-;-;-;-
"420760 Ipira";-;-;-;2
"420765 Iporã do Oeste";-;-;-;-
"420768 Ipuaçu";-;-;-;-
"420770 Ipumirim";-;-;-;2
"420775 Iraceminha";-;-;-;-
"420780 Irani";-;-;-;7
"420785 Irati";-;-;-;-
"420790 Irineópolis";-;-;-;1
"420800 Itá";-;3;3;-
"420810 Itaiópolis";2;-;-;8
"420820 Itajaí";9;16;14;36
"420830 Itapema";-;-;1;3
"420840 Itapiranga";-;-;-;-
"420845 Itapoá";3;-;3;-
"420850 Ituporanga";-;-;-;4
"420860 Jaborá";-;-;-;-
"420870 Jacinto Machado";-;-;-;-
"420880 Jaguaruna";1;2;2;-
"420890 Jaraguá do Sul";14;9;4;27
"420895 Jardinópolis";-;-;-;-
"420900 Joaçaba";-;-;-;-
"420910 Joinville";54;34;31;40
"420915 José Boiteux";-;-;-;-
"420917 Jupiá";-;-;-;-
"420920 Lacerdópolis";-;-;-;-
"420930 Lages";12;8;8;38
"420940 Laguna";-;-;-;12
"420945 Lajeado Grande";-;-;-;-
"420950 Laurentino";-;-;-;-
"420960 Lauro Muller";2;2;2;-
"420970 Lebon Régis";-;-;-;6
"420980 Leoberto Leal";-;-;-;-
"420985 Lindóia do Sul";-;-;-;-
"420990 Lontras";-;-;-;-
"421000 Luiz Alves";-;-;-;1
"421003 Luzerna";-;-;-;-
"421005 Macieira";-;-;-;1
"421010 Mafra";2;3;3;8
"421020 Major Gercino";-;-;-;-
"421030 Major Vieira";-;-;-;1
"421040 Maracajá";-;-;-;4
"421050 Maravilha";-;3;3;-
"421055 Marema";-;-;-;-
"421060 Massaranduba";-;-;-;4
"421070 Matos Costa";-;-;-;2
"421080 Meleiro";-;-;-;4
"421085 Mirim Doce";-;-;-;-
"421090 Modelo";-;-;-;1
"421100 Mondaí";-;-;-;1
"421105 Monte Carlo";-;-;-;-
"421110 Monte Castelo";-;-;-;-
"421120 Morro da Fumaça";2;6;3;-
"421125 Morro Grande";-;-;-;-
"421130 Navegantes";-;3;4;-
"421140 Nova Erechim";-;-;-;-
"421145 Nova Itaberaba";-;-;-;-
"421150 Nova Trento";-;-;-;-
"421160 Nova Veneza";13;16;16;29
"421165 Novo Horizonte";-;-;-;-
"421170 Orleans";-;2;2;-
"421175 Otacílio Costa";-;-;-;-
"421180 Ouro";-;-;-;-
"421185 Ouro Verde";-;-;-;-
"421187 Paial";-;-;-;-
"421189 Painel";-;-;-;-
"421190 Palhoça";5;3;3;15
"421200 Palma Sola";-;5;5;-
"421205 Palmeira";-;-;-;-
"421210 Palmitos";-;1;1;-
"421220 Papanduva";-;-;-;-
"421223 Paraíso";-;-;-;-
"421225 Passo de Torres";-;-;-;-
"421227 Passos Maia";-;-;-;-
"421230 Paulo Lopes";-;-;-;-
"421240 Pedras Grandes";-;-;-;-
"421250 Penha";-;3;3;10
"421260 Peritiba";-;1;1;-
"421265 Pescaria Brava";-;-;-;-
"421270 Petrolândia";-;-;-;3
"421290 Pinhalzinho";-;-;-;4
"421300 Pinheiro Preto";-;-;-;-
"421310 Piratuba";-;-;-;-
"421315 Planalto Alegre";-;-;-;-
"421320 Pomerode";2;-;-;6
"421330 Ponte Alta";-;-;-;1
"421335 Ponte Alta do Norte";-;-;-;1
"421340 Ponte Serrada";-;-;1;2
"421350 Porto Belo";-;-;-;6
"421360 Porto União";-;-;-;9
"421370 Pouso Redondo";-;-;-;5
"421380 Praia Grande";2;2;2;1
"421390 Presidente Castello Branco";-;-;-;-
"421400 Presidente Getúlio";-;-;-;4
"421410 Presidente Nereu";-;-;-;-
"421415 Princesa";-;-;-;-
"421420 Quilombo";4;2;2;-
"421430 Rancho Queimado";-;-;-;-
"421440 Rio das Antas";2;2;3;-
"421450 Rio do Campo";-;-;-;-
"421460 Rio do Oeste";-;-;-;-
"421480 Rio do Sul";3;-;-;7
"421470 Rio dos Cedros";-;-;-;1
"421490 Rio Fortuna";-;-;-;-
"421500 Rio Negrinho";3;-;-;1
"421505 Rio Rufino";-;-;-;-
"421507 Riqueza";-;-;-;-
"421510 Rodeio";-;-;-;-
"421520 Romelândia";-;-;-;-
"421530 Salete";-;-;-;2
"421535 Saltinho";-;-;-;-
"421540 Salto Veloso";-;-;-;-
"421545 Sangão";-;-;-;-
"421550 Santa Cecília";2;2;2;7
"421555 Santa Helena";-;-;-;-
"421560 Santa Rosa de Lima";-;-;-;-
"421565 Santa Rosa do Sul";-;-;-;-
"421567 Santa Terezinha";-;-;-;-
"421568 Santa Terezinha do Progresso";-;-;-;-
"421569 Santiago do Sul";-;-;-;-
"421570 Santo Amaro da Imperatriz";5;4;4;-
"421580 São Bento do Sul";-;4;4;4
"421575 São Bernardino";-;-;-;-
"421590 São Bonifácio";-;-;-;3
"421600 São Carlos";-;-;-;1
"421605 São Cristovão do Sul";-;-;-;-
"421610 São Domingos";1;-;4;3
"421620 São Francisco do Sul";3;3;3;1
"421630 São João Batista";-;-;-;8
"421635 São João do Itaperiú";-;-;-;-
"421625 São João do Oeste";-;-;-;1
"421640 São João do Sul";-;-;-;-
"421650 São Joaquim";-;-;-;4
"421660 São José";10;6;-;46
"421670 São José do Cedro";-;-;-;-
"421680 São José do Cerrito";-;-;1;-
"421690 São Lourenço do Oeste";-;-;-;-
"421700 São Ludgero";-;3;3;-
"421710 São Martinho";-;2;2;-
"421715 São Miguel da Boa Vista";-;-;-;-
"421720 São Miguel do Oeste";-;6;6;9
"421725 São Pedro de Alcântara";-;-;-;-
"421730 Saudades";-;-;-;-
"421740 Schroeder";-;2;2;-
"421750 Seara";-;-;-;4
"421755 Serra Alta";-;-;-;-
"421760 Siderópolis";-;-;-;10
"421770 Sombrio";2;6;3;-
"421775 Sul Brasil";-;-;-;-
"421780 Taió";-;-;-;1
"421790 Tangará";-;-;-;6
"421795 Tigrinhos";-;-;-;-
"421800 Tijucas";-;-;-;15
"421810 Timbé do Sul";-;-;-;2
"421820 Timbó";3;-;-;1
"421825 Timbó Grande";-;-;-;1
"421830 Três Barras";-;4;4;-
"421835 Treviso";-;-;-;-
"421840 Treze de Maio";-;2;2;-
"421850 Treze Tílias";-;-;-;-
"421860 Trombudo Central";-;-;-;-
"421870 Tubarão";7;7;9;7
"421875 Tunápolis";-;-;-;-
"421880 Turvo";1;1;1;1
"421885 União do Oeste";-;-;-;-
"421890 Urubici";1;2;2;-
"421895 Urupema";-;-;-;-
"421900 Urussanga";-;-;-;5
"421910 Vargeão";-;-;-;-
"421915 Vargem";-;-;-;-
"421917 Vargem Bonita";-;-;-;-
"421920 Vidal Ramos";1;1;-;-
"421930 Videira";3;3;3;3
"421935 Vitor Meireles";-;-;-;-
"421940 Witmarsum";-;3;-;-
"421950 Xanxerê";-;-;-;8
"421960 Xavantina";-;-;-;1
"421970 Xaxim";-;-;-;9
"421985 Zortéa";-;-;-;-
"420000 Município ignorado - SC";-;-;-;-
"430003 Aceguá";-;-;-;-
"430005 Água Santa";-;-;-;-
"430010 Agudo";-;-;-;-
"430020 Ajuricaba";-;-;-;1
"430030 Alecrim";-;-;-;-
"430040 Alegrete";1;-;-;6
"430045 Alegria";-;-;-;-
"430047 Almirante Tamandaré do Sul";-;-;-;-
"430050 Alpestre";-;-;1;-
"430055 Alto Alegre";-;-;-;-
"430057 Alto Feliz";-;-;-;-
"430060 Alvorada";13;-;-;-
"430063 Amaral Ferrador";-;-;-;2
"430064 Ametista do Sul";-;-;-;-
"430066 André da Rocha";-;-;-;-
"430070 Anta Gorda";-;-;-;-
"430080 Antônio Prado";-;-;-;-
"430085 Arambaré";-;-;-;-
"430087 Araricá";-;-;-;5
"430090 Aratiba";-;-;-;-
"430100 Arroio do Meio";3;3;3;-
"430107 Arroio do Padre";-;-;-;-
"430105 Arroio do Sal";-;-;-;2
"430120 Arroio do Tigre";-;-;-;1
"430110 Arroio dos Ratos";-;-;-;-
"430130 Arroio Grande";-;-;-;4
"430140 Arvorezinha";-;-;-;6
"430150 Augusto Pestana";-;-;-;-
"430155 Áurea";-;-;-;3
"430160 Bagé";4;4;4;14
"430163 Balneário Pinhal";-;-;-;-
"430165 Barão";-;-;-;-
"430170 Barão de Cotegipe";-;-;-;-
"430175 Barão do Triunfo";-;-;-;-
"430185 Barra do Guarita";-;-;-;-
"430187 Barra do Quaraí";-;-;-;-
"430190 Barra do Ribeiro";1;-;-;2
"430192 Barra do Rio Azul";-;-;-;-
"430195 Barra Funda";-;-;-;-
"430180 Barracão";-;-;-;2
"430200 Barros Cassal";-;-;-;-
"430205 Benjamin Constant do Sul";-;-;-;-
"430210 Bento Gonçalves";6;3;3;3
"430215 Boa Vista das Missões";-;-;-;-
"430220 Boa Vista do Buricá";-;-;-;-
"430222 Boa Vista do Cadeado";-;-;-;-
"430223 Boa Vista do Incra";-;-;-;-
"430225 Boa Vista do Sul";-;-;-;-
"430230 Bom Jesus";-;-;-;-
"430235 Bom Princípio";3;3;3;-
"430237 Bom Progresso";-;-;-;-
"430240 Bom Retiro do Sul";-;-;-;-
"430245 Boqueirão do Leão";-;-;-;1
"430250 Bossoroca";5;6;6;4
"430258 Bozano";-;-;-;-
"430260 Braga";-;-;-;-
"430265 Brochier";-;-;-;1
"430270 Butiá";-;-;-;2
"430280 Caçapava do Sul";-;-;-;-
"430290 Cacequi";-;-;-;4
"430300 Cachoeira do Sul";5;5;5;6
"430310 Cachoeirinha";11;4;4;8
"430320 Cacique Doble";-;-;-;-
"430330 Caibaté";-;-;-;-
"430340 Caiçara";-;-;-;2
"430350 Camaquã";3;-;-;8
"430355 Camargo";-;-;-;-
"430360 Cambará do Sul";-;-;-;-
"430367 Campestre da Serra";-;-;-;-
"430370 Campina das Missões";2;3;3;-
"430380 Campinas do Sul";-;-;-;3
"430390 Campo Bom";3;-;-;13
"430400 Campo Novo";-;1;-;1
"430410 Campos Borges";-;-;-;-
"430420 Candelária";-;-;-;-
"430430 Cândido Godói";-;-;-;-
"430435 Candiota";-;-;1;4
"430440 Canela";-;-;-;-
"430450 Canguçu";-;-;-;5
"430460 Canoas";9;7;24;38
"430461 Canudos do Vale";-;-;-;-
"430462 Capão Bonito do Sul";-;-;-;-
"430463 Capão da Canoa";-;-;-;8
"430465 Capão do Cipó";-;-;-;-
"430466 Capão do Leão";-;-;-;5
"430468 Capela de Santana";-;-;-;-
"430469 Capitão";-;-;-;-
"430467 Capivari do Sul";-;-;-;2
"430471 Caraá";-;-;-;-
"430470 Carazinho";-;-;-;24
"430480 Carlos Barbosa";1;1;2;1
"430485 Carlos Gomes";-;-;-;-
"430490 Casca";-;-;-;-
"430495 Caseiros";-;-;-;-
"430500 Catuípe";-;-;-;-
"430510 Caxias do Sul";28;23;20;69
"430511 Centenário";-;3;3;-
"430512 Cerrito";-;-;-;-
"430513 Cerro Branco";-;-;-;-
"430515 Cerro Grande";-;-;-;-
"430517 Cerro Grande do Sul";-;-;-;-
"430520 Cerro Largo";-;-;-;-
"430530 Chapada";-;-;-;-
"430535 Charqueadas";2;1;-;5
"430537 Charrua";-;-;-;-
"430540 Chiapetta";-;-;-;-
"430543 Chuí";-;-;-;-
"430544 Chuvisca";-;-;-;-
"430545 Cidreira";-;5;5;-
"430550 Ciríaco";-;-;-;-
"430558 Colinas";-;-;-;-
"430560 Colorado";-;-;-;-
"430570 Condor";-;-;-;-
"430580 Constantina";-;3;3;3
"430583 Coqueiro Baixo";-;-;-;-
"430585 Coqueiros do Sul";-;-;-;-
"430587 Coronel Barros";-;-;-;-
"430590 Coronel Bicaco";-;-;-;1
"430593 Coronel Pilar";-;-;-;-
"430595 Cotiporã";-;-;-;-
"430597 Coxilha";-;-;-;-
"430600 Crissiumal";2;4;5;-
"430605 Cristal";-;-;-;2
"430607 Cristal do Sul";-;-;-;-
"430610 Cruz Alta";1;2;2;5
"430613 Cruzaltense";-;-;-;-
"430620 Cruzeiro do Sul";-;-;-;-
"430630 David Canabarro";-;-;-;-
"430632 Derrubadas";-;-;-;-
"430635 Dezesseis de Novembro";-;-;-;-
"430637 Dilermando de Aguiar";-;-;-;-
"430640 Dois Irmãos";1;-;-;2
"430642 Dois Irmãos das Missões";-;-;-;-
"430645 Dois Lajeados";-;-;-;3
"430650 Dom Feliciano";-;-;-;3
"430660 Dom Pedrito";-;2;2;-
"430655 Dom Pedro de Alcântara";-;-;-;-
"430670 Dona Francisca";-;-;-;3
"430673 Doutor Maurício Cardoso";-;-;-;-
"430675 Doutor Ricardo";-;-;-;-
"430676 Eldorado do Sul";-;1;1;-
"430680 Encantado";-;-;-;1
"430690 Encruzilhada do Sul";-;-;-;5
"430692 Engenho Velho";-;-;-;-
"430695 Entre Rios do Sul";-;2;1;-
"430693 Entre-Ijuís";-;-;-;-
"430697 Erebango";-;-;-;-
"430700 Erechim";7;8;9;15
"430705 Ernestina";-;-;-;-
"430720 Erval Grande";-;-;-;2
"430730 Erval Seco";-;-;-;12
"430740 Esmeralda";1;-;1;-
"430745 Esperança do Sul";-;-;-;-
"430750 Espumoso";-;-;-;10
"430755 Estação";-;-;-;6
"430760 Estância Velha";-;-;-;9
"430770 Esteio";9;1;-;22
"430780 Estrela";5;6;6;-
"430781 Estrela Velha";-;-;-;-
"430783 Eugênio de Castro";-;-;-;-
"430786 Fagundes Varela";-;-;-;-
"430790 Farroupilha";-;-;-;3
"430800 Faxinal do Soturno";-;-;-;2
"430805 Faxinalzinho";-;-;-;-
"430807 Fazenda Vilanova";-;-;-;-
"430810 Feliz";-;-;-;3
"430820 Flores da Cunha";1;-;-;18
"430825 Floriano Peixoto";-;-;-;-
"430830 Fontoura Xavier";-;-;-;-
"430840 Formigueiro";-;-;-;-
"430843 Forquetinha";-;-;-;-
"430845 Fortaleza dos Valos";-;-;-;-
"430850 Frederico Westphalen";-;1;2;1
"430860 Garibaldi";-;-;-;5
"430865 Garruchos";-;-;-;-
"430870 Gaurama";-;-;-;-
"430880 General Câmara";-;-;-;1
"430885 Gentil";-;-;-;-
"430890 Getúlio Vargas";-;-;-;5
"430900 Giruá";3;3;3;-
"430905 Glorinha";-;-;-;1
"430910 Gramado";-;-;-;-
"430912 Gramado dos Loureiros";-;-;-;-
"430915 Gramado Xavier";-;-;-;-
"430920 Gravataí";23;15;24;10
"430925 Guabiju";-;-;-;-
"430930 Guaíba";9;4;4;8
"430940 Guaporé";-;-;-;-
"430950 Guarani das Missões";-;-;-;-
"430955 Harmonia";-;-;-;-
"430710 Herval";-;2;2;-
"430957 Herveiras";-;-;-;-
"430960 Horizontina";-;-;-;-
"430965 Hulha Negra";-;-;-;-
"430970 Humaitá";-;-;-;-
"430975 Ibarama";-;-;-;-
"430980 Ibiaçá";-;-;-;-
"430990 Ibiraiaras";-;-;-;-
"430995 Ibirapuitã";-;-;-;-
"431000 Ibirubá";-;-;-;-
"431010 Igrejinha";-;-;-;4
"431020 Ijuí";10;9;9;8
"431030 Ilópolis";-;-;-;-
"431033 Imbé";-;-;-;8
"431036 Imigrante";-;-;-;-
"431040 Independência";-;-;-;-
"431041 Inhacorá";-;-;-;-
"431043 Ipê";-;-;-;-
"431046 Ipiranga do Sul";-;1;1;-
"431050 Iraí";-;-;-;-
"431053 Itaara";-;-;-;-
"431055 Itacurubi";-;-;-;-
"431057 Itapuca";-;-;-;-
"431060 Itaqui";-;1;1;2
"431065 Itati";-;-;-;-
"431070 Itatiba do Sul";-;-;-;2
"431075 Ivorá";-;-;-;-
"431080 Ivoti";-;-;-;-
"431085 Jaboticaba";-;-;-;4
"431087 Jacuizinho";-;-;-;-
"431090 Jacutinga";-;-;-;-
"431100 Jaguarão";-;-;-;8
"431110 Jaguari";-;-;-;1
"431112 Jaquirana";2;3;3;1
"431113 Jari";-;-;-;-
"431115 Jóia";-;-;-;4
"431120 Júlio de Castilhos";-;-;-;-
"431123 Lagoa Bonita do Sul";-;-;-;-
"431127 Lagoa dos Três Cantos";-;-;-;-
"431130 Lagoa Vermelha";-;-;-;6
"431125 Lagoão";-;-;-;-
"431140 Lajeado";2;-;-;15
"431142 Lajeado do Bugre";-;-;-;-
"431150 Lavras do Sul";-;1;1;-
"431160 Liberato Salzano";-;-;-;10
"431162 Lindolfo Collor";-;-;-;-
"431164 Linha Nova";-;-;-;-
"431171 Maçambará";-;-;-;-
"431170 Machadinho";-;-;-;-
"431173 Mampituba";-;-;-;-
"431175 Manoel Viana";-;-;-;1
"431177 Maquiné";-;-;-;1
"431179 Maratá";-;-;-;-
"431180 Marau";-;-;-;-
"431190 Marcelino Ramos";-;-;-;-
"431198 Mariana Pimentel";-;-;-;1
"431200 Mariano Moro";-;-;-;-
"431205 Marques de Souza";-;-;-;-
"431210 Mata";-;-;-;-
"431213 Mato Castelhano";-;-;-;-
"431215 Mato Leitão";-;-;-;-
"431217 Mato Queimado";-;-;-;-
"431220 Maximiliano de Almeida";-;-;-;1
"431225 Minas do Leão";-;-;-;2
"431230 Miraguaí";-;-;-;-
"431235 Montauri";-;-;-;-
"431237 Monte Alegre dos Campos";-;-;-;-
"431238 Monte Belo do Sul";-;-;-;-
"431240 Montenegro";4;12;12;-
"431242 Mormaço";-;-;-;-
"431244 Morrinhos do Sul";-;-;-;1
"431245 Morro Redondo";-;-;-;4
"431247 Morro Reuter";-;-;-;-
"431250 Mostardas";-;-;-;1
"431260 Muçum";-;-;-;4
"431261 Muitos Capões";-;-;-;-
"431262 Muliterno";-;-;-;-
"431265 Não-Me-Toque";-;-;-;-
"431267 Nicolau Vergueiro";-;-;-;-
"431270 Nonoai";1;1;1;10
"431275 Nova Alvorada";-;-;-;-
"431280 Nova Araçá";-;-;-;-
"431290 Nova Bassano";2;-;-;5
"431295 Nova Boa Vista";-;-;-;-
"431300 Nova Bréscia";-;-;-;-
"431301 Nova Candelária";-;-;-;-
"431303 Nova Esperança do Sul";-;5;4;-
"431306 Nova Hartz";-;-;-;3
"431308 Nova Pádua";-;-;-;-
"431310 Nova Palma";-;-;-;-
"431320 Nova Petrópolis";-;-;-;1
"431330 Nova Prata";2;-;-;8
"431333 Nova Ramada";-;-;-;-
"431335 Nova Roma do Sul";-;-;-;-
"431337 Nova Santa Rita";-;-;1;2
"431349 Novo Barreiro";-;-;-;-
"431339 Novo Cabrais";-;-;-;-
"431340 Novo Hamburgo";14;7;10;26
"431342 Novo Machado";-;-;-;-
"431344 Novo Tiradentes";-;-;-;-
"431346 Novo Xingu";-;-;-;2
"431350 Osório";-;-;-;9
"431360 Paim Filho";-;-;-;3
"431365 Palmares do Sul";-;4;4;-
"431370 Palmeira das Missões";-;-;-;7
"431380 Palmitinho";-;-;-;-
"431390 Panambi";-;-;-;2
"431395 Pantano Grande";-;-;-;-
"431400 Paraí";-;-;-;3
"431402 Paraíso do Sul";-;-;-;1
"431403 Pareci Novo";-;-;-;-
"431405 Parobé";5;-;-;6
