"Município";"Leitos Repouso/Observação Ped";"Leitos Repouso/Observação Femin";"Leitos Repouso/Observação Masc";"Leitos Repouso/Observação Indif"
"412125 Ramilândia";-;2;1;-
"412130 Rancho Alegre";-;-;-;-
"412135 Rancho Alegre D'Oeste";-;-;-;-
"412140 Realeza";1;-;-;1
"412150 Rebouças";-;-;-;-
"412160 Renascença";-;-;-;-
"412170 Reserva";-;-;-;-
"412175 Reserva do Iguaçu";-;-;-;8
"412180 Ribeirão Claro";-;-;-;5
"412190 Ribeirão do Pinhal";-;3;2;5
"412200 Rio Azul";-;-;-;3
"412210 Rio Bom";-;-;-;-
"412215 Rio Bonito do Iguaçu";-;-;-;1
"412217 Rio Branco do Ivaí";-;-;-;-
"412220 Rio Branco do Sul";-;-;-;3
"412230 Rio Negro";-;-;-;3
"412240 Rolândia";-;-;-;11
"412250 Roncador";-;-;-;-
"412260 Rondon";-;-;-;2
"412265 Rosário do Ivaí";-;-;-;-
"412270 Sabáudia";-;-;-;-
"412280 Salgado Filho";-;-;-;3
"412290 Salto do Itararé";-;-;-;-
"412300 Salto do Lontra";-;-;-;15
"412310 Santa Amélia";-;-;-;-
"412320 Santa Cecília do Pavão";-;-;-;-
"412330 Santa Cruz de Monte Castelo";-;6;6;-
"412340 Santa Fé";-;-;-;-
"412350 Santa Helena";-;-;-;3
"412360 Santa Inês";-;-;-;-
"412370 Santa Isabel do Ivaí";-;-;-;-
"412380 Santa Izabel do Oeste";-;-;-;-
"412382 Santa Lúcia";-;-;-;-
"412385 Santa Maria do Oeste";-;-;-;-
"412390 Santa Mariana";-;-;-;2
"412395 Santa Mônica";-;-;-;-
"412402 Santa Tereza do Oeste";-;-;-;2
"412405 Santa Terezinha de Itaipu";-;-;-;4
"412400 Santana do Itararé";-;-;-;2
"412410 Santo Antônio da Platina";6;8;8;5
"412420 Santo Antônio do Caiuá";-;-;-;-
"412430 Santo Antônio do Paraíso";-;-;-;-
"412440 Santo Antônio do Sudoeste";-;-;-;1
"412450 Santo Inácio";-;4;3;-
"412460 São Carlos do Ivaí";-;-;-;-
"412470 São Jerônimo da Serra";-;-;-;3
"412480 São João";4;4;4;-
"412490 São João do Caiuá";-;-;-;-
"412500 São João do Ivaí";4;5;5;7
"412510 São João do Triunfo";-;-;-;-
"412520 São Jorge d'Oeste";-;-;-;-
"412530 São Jorge do Ivaí";-;-;-;-
"412535 São Jorge do Patrocínio";-;-;-;1
"412540 São José da Boa Vista";-;-;-;-
"412545 São José das Palmeiras";-;-;-;1
"412550 São José dos Pinhais";-;1;1;9
"412555 São Manoel do Paraná";-;-;-;-
"412560 São Mateus do Sul";1;3;3;-
"412570 São Miguel do Iguaçu";3;3;3;7
"412575 São Pedro do Iguaçu";-;-;-;-
"412580 São Pedro do Ivaí";-;-;-;2
"412590 São Pedro do Paraná";-;-;-;-
"412600 São Sebastião da Amoreira";-;-;-;-
"412610 São Tomé";-;-;-;-
"412620 Sapopema";-;-;-;-
"412625 Sarandi";-;-;-;1
"412627 Saudade do Iguaçu";-;-;-;6
"412630 Sengés";-;-;-;-
"412635 Serranópolis do Iguaçu";-;2;2;-
"412640 Sertaneja";-;-;-;-
"412650 Sertanópolis";-;-;-;4
"412660 Siqueira Campos";-;-;-;10
"412665 Sulina";-;-;-;4
"412667 Tamarana";-;-;-;-
"412670 Tamboara";-;-;-;-
"412680 Tapejara";4;2;3;-
"412690 Tapira";-;-;-;1
"412700 Teixeira Soares";-;-;-;-
"412710 Telêmaco Borba";4;9;-;13
"412720 Terra Boa";-;-;-;2
"412730 Terra Rica";-;-;-;1
"412740 Terra Roxa";-;4;4;-
"412750 Tibagi";-;-;-;2
"412760 Tijucas do Sul";-;-;-;-
"412770 Toledo";5;12;14;46
"412780 Tomazina";-;-;-;-
"412785 Três Barras do Paraná";-;-;-;-
"412788 Tunas do Paraná";-;-;-;-
"412790 Tuneiras do Oeste";-;-;-;2
"412795 Tupãssi";-;-;-;-
"412796 Turvo";-;-;-;1
"412800 Ubiratã";-;-;-;18
"412810 Umuarama";9;9;32;83
"412820 União da Vitória";3;3;3;17
"412830 Uniflor";-;-;-;-
"412840 Uraí";-;-;-;-
"412853 Ventania";2;5;3;-
"412855 Vera Cruz do Oeste";-;-;-;3
"412860 Verê";2;-;-;-
"412865 Virmond";-;-;-;2
"412870 Vitorino";-;-;-;-
"412850 Wenceslau Braz";-;-;-;-
"412880 Xambrê";-;-;-;1
"410000 Município ignorado - PR";-;-;-;-
"420005 Abdon Batista";-;-;-;-
"420010 Abelardo Luz";-;-;-;1
"420020 Agrolândia";-;-;13;-
"420030 Agronômica";-;-;-;-
"420040 Água Doce";-;-;-;-
"420050 Águas de Chapecó";-;-;-;-
"420055 Águas Frias";-;-;-;5
"420060 Águas Mornas";-;-;-;2
"420070 Alfredo Wagner";3;8;5;3
"420075 Alto Bela Vista";-;-;-;-
"420080 Anchieta";-;-;-;-
"420090 Angelina";-;-;-;-
"420100 Anita Garibaldi";-;-;-;-
"420110 Anitápolis";-;-;-;1
"420120 Antônio Carlos";-;1;1;-
"420125 Apiúna";-;-;-;-
"420127 Arabutã";-;-;-;1
"420130 Araquari";-;-;-;3
"420140 Araranguá";2;-;-;10
"420150 Armazém";-;-;-;-
"420160 Arroio Trinta";-;-;-;-
"420165 Arvoredo";-;-;-;-
"420170 Ascurra";-;-;-;-
"420180 Atalanta";-;-;-;-
"420190 Aurora";-;-;-;-
"420195 Balneário Arroio do Silva";-;-;-;2
"420205 Balneário Barra do Sul";-;-;-;6
"420200 Balneário Camboriú";9;1;-;52
"420207 Balneário Gaivota";-;-;-;-
"421280 Balneário Piçarras";-;-;-;5
"422000 Balneário Rincão";-;-;-;-
"420208 Bandeirante";-;-;-;-
"420209 Barra Bonita";-;1;1;1
"420210 Barra Velha";-;-;-;-
"420213 Bela Vista do Toldo";-;-;-;-
"420215 Belmonte";-;-;-;2
"420220 Benedito Novo";-;-;-;3
"420230 Biguaçu";-;2;4;3
"420240 Blumenau";15;11;12;126
"420243 Bocaina do Sul";-;-;-;2
"420250 Bom Jardim da Serra";-;-;-;-
"420253 Bom Jesus";-;-;-;3
"420257 Bom Jesus do Oeste";-;-;-;1
"420260 Bom Retiro";-;-;-;-
"420245 Bombinhas";-;-;-;-
"420270 Botuverá";-;-;-;5
"420280 Braço do Norte";-;-;-;5
"420285 Braço do Trombudo";-;-;-;2
"420287 Brunópolis";-;-;-;-
"420290 Brusque";2;4;3;20
"420300 Caçador";-;-;-;7
"420310 Caibi";-;-;-;-
"420315 Calmon";-;-;-;1
"420320 Camboriú";1;-;3;30
"420330 Campo Alegre";2;2;2;3
"420340 Campo Belo do Sul";-;-;-;-
"420350 Campo Erê";-;-;-;2
"420360 Campos Novos";-;-;-;2
"420370 Canelinha";-;-;-;4
"420380 Canoinhas";2;2;2;1
"420325 Capão Alto";-;-;-;-
"420390 Capinzal";1;1;1;1
"420395 Capivari de Baixo";5;3;3;-
"420400 Catanduvas";-;-;-;-
"420410 Caxambu do Sul";-;-;-;1
"420415 Celso Ramos";-;-;-;-
"420417 Cerro Negro";-;-;-;-
"420419 Chapadão do Lageado";-;-;-;-
"420420 Chapecó";2;-;-;44
"420425 Cocal do Sul";-;-;-;3
"420430 Concórdia";3;2;2;8
"420435 Cordilheira Alta";-;-;-;2
"420440 Coronel Freitas";-;-;-;3
"420445 Coronel Martins";-;-;-;3
"420455 Correia Pinto";-;-;-;-
"420450 Corupá";-;-;-;1
"420460 Criciúma";24;7;10;59
"420470 Cunha Porã";-;-;-;-
"420475 Cunhataí";-;-;-;2
"420480 Curitibanos";2;1;1;5
"420490 Descanso";-;-;-;-
"420500 Dionísio Cerqueira";-;-;-;-
"420510 Dona Emma";-;-;-;3
"420515 Doutor Pedrinho";-;-;-;-
"420517 Entre Rios";-;-;-;3
"420519 Ermo";-;-;-;-
"420520 Erval Velho";-;3;3;-
"420530 Faxinal dos Guedes";-;-;-;2
"420535 Flor do Sertão";-;-;-;3
"420540 Florianópolis";9;12;12;145
"420543 Formosa do Sul";-;-;-;4
"420545 Forquilhinha";-;-;-;3
"420550 Fraiburgo";-;-;-;1
"420555 Frei Rogério";-;-;-;-
"420560 Galvão";-;-;-;9
"420570 Garopaba";-;-;-;4
"420580 Garuva";-;-;-;6
"420590 Gaspar";-;-;-;9
"420600 Governador Celso Ramos";-;-;-;2
"420610 Grão Pará";-;1;1;3
"420620 Gravatal";-;-;-;-
"420630 Guabiruba";-;-;-;2
"420640 Guaraciaba";-;-;-;1
"420650 Guaramirim";-;-;-;-
"420660 Guarujá do Sul";-;1;1;-
"420665 Guatambú";-;-;-;3
"420670 Herval d'Oeste";-;-;-;3
"420675 Ibiam";-;-;-;1
"420680 Ibicaré";-;-;-;-
"420690 Ibirama";-;-;-;3
"420700 Içara";-;-;-;5
"420710 Ilhota";-;-;-;-
"420720 Imaruí";-;-;-;-
"420730 Imbituba";-;-;-;-
"420740 Imbuia";-;-;-;1
"420750 Indaial";-;1;-;11
"420757 Iomerê";1;-;-;1
"420760 Ipira";-;-;-;1
"420765 Iporã do Oeste";-;-;-;-
"420768 Ipuaçu";-;-;-;4
"420770 Ipumirim";-;-;-;-
"420775 Iraceminha";-;-;-;3
"420780 Irani";-;-;-;10
"420785 Irati";-;-;-;1
"420790 Irineópolis";-;-;-;1
"420800 Itá";-;-;-;2
"420810 Itaiópolis";-;-;-;1
"420820 Itajaí";1;27;5;33
"420830 Itapema";4;4;4;24
"420840 Itapiranga";-;-;-;3
"420845 Itapoá";-;-;-;-
"420850 Ituporanga";-;-;-;3
"420860 Jaborá";-;-;-;4
"420870 Jacinto Machado";-;-;-;-
"420880 Jaguaruna";-;-;-;1
"420890 Jaraguá do Sul";3;2;41;19
"420895 Jardinópolis";-;-;-;3
"420900 Joaçaba";1;-;-;-
"420910 Joinville";18;14;15;84
"420915 José Boiteux";-;-;-;-
"420917 Jupiá";-;-;-;6
"420920 Lacerdópolis";-;-;-;-
"420930 Lages";4;-;-;26
"420940 Laguna";-;-;-;-
"420945 Lajeado Grande";-;2;2;-
"420950 Laurentino";1;-;-;1
"420960 Lauro Muller";-;-;-;2
"420970 Lebon Régis";-;-;-;-
"420980 Leoberto Leal";-;-;-;6
"420985 Lindóia do Sul";-;-;-;-
"420990 Lontras";-;-;-;4
"421000 Luiz Alves";-;-;-;6
"421003 Luzerna";-;-;-;1
"421005 Macieira";-;-;-;-
"421010 Mafra";-;-;-;6
"421020 Major Gercino";-;-;-;-
"421030 Major Vieira";-;-;-;1
"421040 Maracajá";-;-;-;3
"421050 Maravilha";-;-;-;7
"421055 Marema";-;-;-;2
"421060 Massaranduba";-;-;-;-
"421070 Matos Costa";-;-;-;2
"421080 Meleiro";-;-;-;3
"421085 Mirim Doce";-;-;-;-
"421090 Modelo";-;-;-;-
"421100 Mondaí";-;-;-;2
"421105 Monte Carlo";-;-;-;4
"421110 Monte Castelo";-;-;-;-
"421120 Morro da Fumaça";-;-;-;-
"421125 Morro Grande";-;-;-;2
"421130 Navegantes";-;-;-;-
"421140 Nova Erechim";-;-;-;-
"421145 Nova Itaberaba";-;-;-;3
"421150 Nova Trento";-;-;-;-
"421160 Nova Veneza";12;15;15;29
"421165 Novo Horizonte";-;-;-;4
"421170 Orleans";-;1;1;-
"421175 Otacílio Costa";-;-;-;3
"421180 Ouro";-;-;-;-
"421185 Ouro Verde";-;-;-;1
"421187 Paial";-;1;1;3
"421189 Painel";-;-;-;-
"421190 Palhoça";-;-;-;6
"421200 Palma Sola";-;-;-;2
"421205 Palmeira";-;-;-;-
"421210 Palmitos";-;-;-;-
"421220 Papanduva";-;-;-;2
"421223 Paraíso";2;2;2;-
"421225 Passo de Torres";-;-;-;2
"421227 Passos Maia";-;-;-;3
"421230 Paulo Lopes";-;-;-;4
"421240 Pedras Grandes";-;-;-;-
"421250 Penha";1;-;-;4
"421260 Peritiba";-;-;-;-
"421265 Pescaria Brava";-;-;-;-
"421270 Petrolândia";-;-;-;-
"421290 Pinhalzinho";-;-;-;12
"421300 Pinheiro Preto";-;-;-;-
"421310 Piratuba";-;-;-;-
"421315 Planalto Alegre";-;-;-;2
"421320 Pomerode";2;1;-;1
"421330 Ponte Alta";-;-;-;1
"421335 Ponte Alta do Norte";-;-;-;1
"421340 Ponte Serrada";-;-;-;12
"421350 Porto Belo";-;-;-;1
"421360 Porto União";-;-;-;2
"421370 Pouso Redondo";-;-;-;2
"421380 Praia Grande";-;-;-;1
"421390 Presidente Castello Branco";-;-;-;-
"421400 Presidente Getúlio";-;-;-;-
"421410 Presidente Nereu";-;-;-;2
"421415 Princesa";-;-;-;-
"421420 Quilombo";4;4;3;9
"421430 Rancho Queimado";-;-;-;-
"421440 Rio das Antas";-;-;-;-
"421450 Rio do Campo";-;-;-;-
"421460 Rio do Oeste";-;-;-;-
"421480 Rio do Sul";-;-;-;10
"421470 Rio dos Cedros";2;-;-;5
"421490 Rio Fortuna";-;-;-;3
"421500 Rio Negrinho";-;-;26;-
"421505 Rio Rufino";-;-;-;-
"421507 Riqueza";-;1;1;-
"421510 Rodeio";-;-;-;13
"421520 Romelândia";-;-;-;-
"421530 Salete";-;-;-;-
"421535 Saltinho";-;-;-;1
"421540 Salto Veloso";-;-;-;-
"421545 Sangão";-;-;-;-
"421550 Santa Cecília";-;-;-;4
"421555 Santa Helena";-;-;-;1
"421560 Santa Rosa de Lima";-;-;-;4
"421565 Santa Rosa do Sul";-;-;-;8
"421567 Santa Terezinha";-;-;-;1
"421568 Santa Terezinha do Progresso";-;-;-;2
"421569 Santiago do Sul";-;-;-;2
"421570 Santo Amaro da Imperatriz";5;-;-;36
"421580 São Bento do Sul";-;4;4;13
"421575 São Bernardino";-;-;-;2
"421590 São Bonifácio";-;-;-;2
"421600 São Carlos";-;-;-;2
"421605 São Cristovão do Sul";-;-;-;-
"421610 São Domingos";-;-;-;-
"421620 São Francisco do Sul";-;-;-;1
"421630 São João Batista";-;-;-;-
"421635 São João do Itaperiú";-;-;-;2
"421625 São João do Oeste";-;-;-;2
"421640 São João do Sul";-;-;-;1
"421650 São Joaquim";-;2;3;-
"421660 São José";-;28;28;55
"421670 São José do Cedro";-;-;-;-
"421680 São José do Cerrito";-;-;-;3
"421690 São Lourenço do Oeste";-;2;3;3
"421700 São Ludgero";-;-;-;2
"421710 São Martinho";1;1;1;-
"421715 São Miguel da Boa Vista";-;-;-;2
"421720 São Miguel do Oeste";-;-;-;25
"421725 São Pedro de Alcântara";1;-;-;1
"421730 Saudades";-;-;-;-
"421740 Schroeder";2;-;-;8
"421750 Seara";-;-;-;3
"421755 Serra Alta";-;2;2;-
"421760 Siderópolis";-;-;-;9
"421770 Sombrio";-;-;-;8
"421775 Sul Brasil";-;-;-;2
"421780 Taió";1;-;-;-
"421790 Tangará";-;-;-;1
"421795 Tigrinhos";-;-;-;-
"421800 Tijucas";1;3;3;-
"421810 Timbé do Sul";-;-;-;5
"421820 Timbó";5;8;8;3
"421825 Timbó Grande";1;1;1;2
"421830 Três Barras";-;2;2;8
"421835 Treviso";-;-;-;1
"421840 Treze de Maio";2;2;3;-
"421850 Treze Tílias";-;-;-;-
"421860 Trombudo Central";-;-;-;-
"421870 Tubarão";1;1;-;49
"421875 Tunápolis";-;-;-;-
"421880 Turvo";1;1;1;4
"421885 União do Oeste";-;-;-;-
"421890 Urubici";-;-;-;-
"421895 Urupema";-;2;2;-
"421900 Urussanga";-;-;-;-
"421910 Vargeão";-;-;-;4
"421915 Vargem";-;-;-;-
"421917 Vargem Bonita";-;-;-;-
"421920 Vidal Ramos";-;-;-;-
"421930 Videira";-;5;5;3
"421935 Vitor Meireles";-;-;-;-
"421940 Witmarsum";-;-;-;-
"421950 Xanxerê";-;-;-;3
"421960 Xavantina";-;-;-;1
"421970 Xaxim";-;-;-;7
"421985 Zortéa";-;-;-;-
"420000 Município ignorado - SC";-;-;-;-
"430003 Aceguá";-;-;-;3
"430005 Água Santa";-;-;-;1
"430010 Agudo";-;-;-;1
"430020 Ajuricaba";-;-;-;-
"430030 Alecrim";-;3;3;-
"430040 Alegrete";3;1;1;18
"430045 Alegria";-;-;-;-
"430047 Almirante Tamandaré do Sul";-;-;-;-
"430050 Alpestre";-;-;-;1
"430055 Alto Alegre";-;-;-;1
"430057 Alto Feliz";1;2;2;-
"430060 Alvorada";-;-;-;4
"430063 Amaral Ferrador";-;-;-;-
"430064 Ametista do Sul";-;1;-;2
"430066 André da Rocha";-;-;-;-
"430070 Anta Gorda";-;-;-;-
"430080 Antônio Prado";-;-;-;14
"430085 Arambaré";-;-;-;5
"430087 Araricá";-;-;-;5
"430090 Aratiba";-;-;-;-
"430100 Arroio do Meio";-;-;-;11
"430107 Arroio do Padre";-;-;-;-
"430105 Arroio do Sal";-;-;-;-
"430120 Arroio do Tigre";3;3;3;1
"430110 Arroio dos Ratos";-;-;-;-
"430130 Arroio Grande";-;-;-;1
"430140 Arvorezinha";-;-;-;6
"430150 Augusto Pestana";-;-;-;1
"430155 Áurea";-;-;-;-
"430160 Bagé";-;-;-;21
"430163 Balneário Pinhal";-;2;2;5
"430165 Barão";-;-;-;-
"430170 Barão de Cotegipe";-;-;-;-
"430175 Barão do Triunfo";-;-;-;1
"430185 Barra do Guarita";-;-;-;4
"430187 Barra do Quaraí";-;-;-;-
"430190 Barra do Ribeiro";-;-;-;1
"430192 Barra do Rio Azul";-;-;-;2
"430195 Barra Funda";-;-;-;2
"430180 Barracão";-;-;-;2
"430200 Barros Cassal";4;8;6;-
"430205 Benjamin Constant do Sul";-;-;-;-
"430210 Bento Gonçalves";4;23;22;11
"430215 Boa Vista das Missões";-;-;-;1
"430220 Boa Vista do Buricá";-;-;-;-
"430222 Boa Vista do Cadeado";-;3;3;-
"430223 Boa Vista do Incra";-;-;-;-
"430225 Boa Vista do Sul";-;-;-;-
"430230 Bom Jesus";-;-;-;-
"430235 Bom Princípio";-;-;-;4
"430237 Bom Progresso";-;-;-;-
"430240 Bom Retiro do Sul";1;3;3;-
"430245 Boqueirão do Leão";-;-;-;3
"430250 Bossoroca";-;-;-;-
"430258 Bozano";-;-;-;5
"430260 Braga";-;-;-;-
"430265 Brochier";-;-;-;10
"430270 Butiá";-;-;-;3
"430280 Caçapava do Sul";-;-;-;4
"430290 Cacequi";-;-;-;4
"430300 Cachoeira do Sul";3;5;5;1
"430310 Cachoeirinha";-;-;-;6
"430320 Cacique Doble";-;-;-;-
"430330 Caibaté";-;-;-;-
"430340 Caiçara";-;-;-;-
"430350 Camaquã";-;1;1;6
"430355 Camargo";-;-;-;2
"430360 Cambará do Sul";-;-;-;3
"430367 Campestre da Serra";-;-;-;-
"430370 Campina das Missões";-;-;-;-
"430380 Campinas do Sul";-;-;-;3
"430390 Campo Bom";-;-;-;8
"430400 Campo Novo";1;-;-;1
"430410 Campos Borges";-;-;-;-
"430420 Candelária";-;-;-;6
"430430 Cândido Godói";-;-;-;-
"430435 Candiota";-;-;-;-
"430440 Canela";-;-;-;9
"430450 Canguçu";-;-;-;-
"430460 Canoas";2;9;23;13
"430461 Canudos do Vale";-;-;-;-
"430462 Capão Bonito do Sul";-;-;-;-
"430463 Capão da Canoa";-;-;-;-
"430465 Capão do Cipó";-;-;-;-
"430466 Capão do Leão";-;-;-;2
"430468 Capela de Santana";-;-;-;-
"430469 Capitão";-;-;-;3
"430467 Capivari do Sul";-;-;-;-
"430471 Caraá";-;-;-;4
"430470 Carazinho";-;-;-;19
"430480 Carlos Barbosa";3;3;3;6
"430485 Carlos Gomes";-;-;-;2
"430490 Casca";-;-;-;6
"430495 Caseiros";-;-;-;-
"430500 Catuípe";-;-;-;-
"430510 Caxias do Sul";19;11;16;217
"430511 Centenário";-;-;-;-
"430512 Cerrito";-;-;-;-
"430513 Cerro Branco";-;-;-;-
"430515 Cerro Grande";-;-;-;-
"430517 Cerro Grande do Sul";-;-;-;6
"430520 Cerro Largo";-;-;-;2
"430530 Chapada";-;4;2;-
"430535 Charqueadas";-;2;4;5
"430537 Charrua";-;-;-;-
"430540 Chiapetta";-;-;-;-
"430543 Chuí";-;-;-;2
"430544 Chuvisca";-;-;-;3
"430545 Cidreira";-;-;-;-
"430550 Ciríaco";-;-;-;1
"430558 Colinas";-;-;-;3
"430560 Colorado";-;-;-;-
"430570 Condor";-;-;-;-
"430580 Constantina";3;-;-;-
"430583 Coqueiro Baixo";-;-;-;1
"430585 Coqueiros do Sul";-;3;3;-
"430587 Coronel Barros";-;-;-;4
"430590 Coronel Bicaco";-;-;-;-
"430593 Coronel Pilar";-;-;-;-
"430595 Cotiporã";-;-;-;6
"430597 Coxilha";-;-;-;2
"430600 Crissiumal";2;4;5;-
"430605 Cristal";-;-;-;6
"430607 Cristal do Sul";-;-;-;-
"430610 Cruz Alta";1;1;1;12
"430613 Cruzaltense";-;-;-;-
"430620 Cruzeiro do Sul";-;-;-;6
"430630 David Canabarro";-;-;-;-
"430632 Derrubadas";-;-;-;2
"430635 Dezesseis de Novembro";-;-;-;1
"430637 Dilermando de Aguiar";-;-;-;-
"430640 Dois Irmãos";5;1;-;1
"430642 Dois Irmãos das Missões";-;-;-;-
"430645 Dois Lajeados";-;-;-;-
"430650 Dom Feliciano";-;3;3;1
"430660 Dom Pedrito";-;-;-;-
"430655 Dom Pedro de Alcântara";-;-;-;2
"430670 Dona Francisca";-;-;-;-
"430673 Doutor Maurício Cardoso";-;-;-;4
"430675 Doutor Ricardo";-;-;-;4
"430676 Eldorado do Sul";2;3;2;14
"430680 Encantado";-;1;-;4
"430690 Encruzilhada do Sul";-;-;-;-
"430692 Engenho Velho";-;-;-;-
"430695 Entre Rios do Sul";-;-;-;-
"430693 Entre-Ijuís";-;-;-;-
"430697 Erebango";-;-;-;-
"430700 Erechim";-;-;-;12
"430705 Ernestina";-;-;-;-
"430720 Erval Grande";-;-;-;-
"430730 Erval Seco";-;-;-;8
"430740 Esmeralda";-;-;-;2
"430745 Esperança do Sul";-;-;-;2
"430750 Espumoso";-;-;-;-
"430755 Estação";-;-;-;-
"430760 Estância Velha";-;-;-;10
"430770 Esteio";-;1;1;21
"430780 Estrela";1;-;-;1
"430781 Estrela Velha";-;-;-;-
"430783 Eugênio de Castro";-;-;-;-
"430786 Fagundes Varela";-;-;-;-
"430790 Farroupilha";12;10;10;16
"430800 Faxinal do Soturno";-;-;-;2
"430805 Faxinalzinho";-;-;-;2
"430807 Fazenda Vilanova";-;-;-;4
"430810 Feliz";2;-;-;10
"430820 Flores da Cunha";-;-;-;6
"430825 Floriano Peixoto";-;-;-;-
"430830 Fontoura Xavier";-;-;-;-
"430840 Formigueiro";-;-;-;1
"430843 Forquetinha";-;-;-;2
"430845 Fortaleza dos Valos";-;-;-;1
"430850 Frederico Westphalen";-;-;-;8
"430860 Garibaldi";-;-;-;16
"430865 Garruchos";-;-;-;-
"430870 Gaurama";-;-;-;3
"430880 General Câmara";-;-;-;9
"430885 Gentil";-;-;-;3
"430890 Getúlio Vargas";-;-;-;-
"430900 Giruá";-;3;3;1
"430905 Glorinha";1;-;-;1
"430910 Gramado";1;-;-;10
"430912 Gramado dos Loureiros";-;-;-;-
"430915 Gramado Xavier";-;-;-;4
"430920 Gravataí";-;26;-;12
"430925 Guabiju";-;-;-;1
"430930 Guaíba";6;-;-;16
"430940 Guaporé";1;5;4;-
"430950 Guarani das Missões";3;4;4;-
"430955 Harmonia";-;-;-;2
"430710 Herval";1;-;-;4
"430957 Herveiras";-;-;-;2
"430960 Horizontina";-;-;-;-
"430965 Hulha Negra";-;-;-;3
"430970 Humaitá";-;-;-;-
"430975 Ibarama";-;-;-;5
"430980 Ibiaçá";-;-;-;1
"430990 Ibiraiaras";-;3;3;-
"430995 Ibirapuitã";-;-;-;3
"431000 Ibirubá";-;-;-;7
"431010 Igrejinha";-;-;-;10
"431020 Ijuí";-;8;5;8
"431030 Ilópolis";-;-;-;3
"431033 Imbé";-;-;-;1
"431036 Imigrante";-;-;-;2
"431040 Independência";-;-;-;-
"431041 Inhacorá";-;-;-;-
"431043 Ipê";-;-;-;2
"431046 Ipiranga do Sul";-;-;-;-
"431050 Iraí";-;-;-;6
"431053 Itaara";-;-;-;-
"431055 Itacurubi";-;-;-;-
"431057 Itapuca";-;-;-;-
"431060 Itaqui";-;-;-;8
"431065 Itati";-;-;-;3
"431070 Itatiba do Sul";-;-;-;-
"431075 Ivorá";-;-;-;2
"431080 Ivoti";-;-;-;5
"431085 Jaboticaba";-;-;-;4
"431087 Jacuizinho";-;-;-;-
"431090 Jacutinga";-;-;-;1
"431100 Jaguarão";-;-;-;12
"431110 Jaguari";-;-;-;1
"431112 Jaquirana";-;-;-;2
"431113 Jari";-;-;-;2
"431115 Jóia";-;-;-;1
"431120 Júlio de Castilhos";1;1;1;1
"431123 Lagoa Bonita do Sul";-;-;-;-
"431127 Lagoa dos Três Cantos";-;-;-;2
"431130 Lagoa Vermelha";-;-;-;-
"431125 Lagoão";-;-;-;-
"431140 Lajeado";1;9;43;29
"431142 Lajeado do Bugre";-;-;-;-
"431150 Lavras do Sul";-;-;-;-
"431160 Liberato Salzano";-;-;-;-
"431162 Lindolfo Collor";-;-;-;6
"431164 Linha Nova";-;-;-;2
"431171 Maçambará";-;-;-;-
"431170 Machadinho";-;4;4;-
"431173 Mampituba";-;-;-;2
"431175 Manoel Viana";-;-;-;-
"431177 Maquiné";-;-;-;1
"431179 Maratá";-;-;-;2
"431180 Marau";-;-;-;6
"431190 Marcelino Ramos";-;-;-;-
"431198 Mariana Pimentel";-;-;-;2
"431200 Mariano Moro";-;-;-;-
"431205 Marques de Souza";-;-;-;-
"431210 Mata";-;-;-;2
"431213 Mato Castelhano";-;-;-;2
"431215 Mato Leitão";-;-;-;-
"431217 Mato Queimado";-;-;-;-
"431220 Maximiliano de Almeida";-;-;-;1
"431225 Minas do Leão";-;-;-;2
"431230 Miraguaí";-;-;-;-
"431235 Montauri";-;-;-;2
"431237 Monte Alegre dos Campos";-;-;-;-
"431238 Monte Belo do Sul";-;-;-;1
"431240 Montenegro";-;30;-;6
"431242 Mormaço";-;-;-;1
"431244 Morrinhos do Sul";-;-;-;2
"431245 Morro Redondo";-;-;-;-
"431247 Morro Reuter";-;-;-;-
"431250 Mostardas";-;-;-;2
"431260 Muçum";-;-;-;3
"431261 Muitos Capões";-;-;-;1
"431262 Muliterno";-;-;-;2
"431265 Não-Me-Toque";-;-;-;13
"431267 Nicolau Vergueiro";-;-;-;1
"431270 Nonoai";1;-;-;2
"431275 Nova Alvorada";-;-;-;4
"431280 Nova Araçá";-;-;-;3
"431290 Nova Bassano";2;-;-;5
"431295 Nova Boa Vista";-;-;-;-
"431300 Nova Bréscia";-;-;-;7
"431301 Nova Candelária";-;-;-;-
"431303 Nova Esperança do Sul";-;-;-;-
"431306 Nova Hartz";1;-;-;9
"431308 Nova Pádua";-;-;-;1
"431310 Nova Palma";-;-;-;4
"431320 Nova Petrópolis";-;-;-;9
"431330 Nova Prata";-;-;-;8
"431333 Nova Ramada";-;-;-;4
"431335 Nova Roma do Sul";-;2;3;-
"431337 Nova Santa Rita";-;-;-;5
"431349 Novo Barreiro";-;-;-;-
"431339 Novo Cabrais";-;-;-;-
"431340 Novo Hamburgo";14;1;9;31
"431342 Novo Machado";-;-;-;4
"431344 Novo Tiradentes";-;-;-;-
"431346 Novo Xingu";-;-;-;-
"431350 Osório";3;-;-;4
"431360 Paim Filho";-;-;-;1
"431365 Palmares do Sul";-;-;-;3
"431370 Palmeira das Missões";-;-;-;-
"431380 Palmitinho";-;-;-;-
"431390 Panambi";-;4;4;9
"431395 Pantano Grande";-;-;-;5
"431400 Paraí";-;-;-;1
"431402 Paraíso do Sul";-;-;-;1
"431403 Pareci Novo";-;-;-;-
"431405 Parobé";-;-;-;2
